DIRECTORIO;P6040;P404;P3503;P3271;P400;FEX_C
7996986;10;2;2;2;3;21.513.159.561
7996987;16;2;2;2;3;20.962.026.672
7996987;9;2;2;2;3;20.962.026.672
7996988;16;2;2;2;4;14.266.364.974
7996989;12;2;2;1;3;16.814.677.337
7996991;16;1;2;2;4;53.197.709.999
7996991;16;2;2;2;4;53.197.709.999
7996991;14;2;2;1;6;53.197.709.999
7996992;16;2;2;2;3;19.696.190.448
7996992;14;2;2;2;3;19.696.190.448
7996992;9;2;2;1;3;19.696.190.448
7996992;7;2;2;2;3;19.696.190.448
7996994;17;2;2;2;3;30.227.229.546
7996994;15;2;2;1;3;30.227.229.546
7996994;7;2;2;2;3;30.227.229.546
7997011;9;2;2;1;3;87.016.955.639
7997015;14;2;2;2;3;11.364.083.289
7997022;16;2;2;1;3;14.538.567.955
7997026;14;2;2;2;3;13.224.965.052
7997026;11;2;2;1;3;13.224.965.052
7997028;14;2;2;2;3;10.910.361.414
7997029;11;2;2;2;3;81.506.380.813
7997030;17;2;2;1;3;13.652.203.627
7997036;12;2;2;2;3;85.381.202.543
7997038;9;2;2;1;3;10.640.981.977
7997041;12;2;2;1;3;39.201.462.786
7997052;10;2;2;2;3;38.213.953.937
7997053;15;2;2;1;3;45.009.651.887
7997055;13;2;2;1;3;43.806.841.446
7997055;17;2;2;2;3;43.806.841.446
7997057;17;;2;1;3;32.474.764.156
7997059;15;2;2;1;3;39.027.386.455
7997059;11;2;2;1;3;39.027.386.455
7997061;15;2;2;2;3;295.193.308
7997065;16;2;2;2;3;49.528.862.641
7997065;15;2;2;2;3;49.528.862.641
7997065;13;2;2;1;3;49.528.862.641
7997065;11;2;2;2;3;49.528.862.641
7997065;9;2;2;2;3;49.528.862.641
7997066;15;2;2;1;6;60.803.768.091
7997066;17;2;2;2;3;60.803.768.091
7997067;5;2;2;2;3;29.140.170.488
7997068;13;2;2;1;3;43.582.037.261
7997068;12;2;2;1;3;43.582.037.261
7997068;5;2;2;2;3;43.582.037.261
7997071;14;2;2;2;3;44.628.864.453
7997072;8;2;2;1;3;37.891.747.917
7997072;7;2;2;2;3;37.891.747.917
7997072;5;2;2;2;3;37.891.747.917
7997073;13;2;2;2;3;31.863.629.764
7997074;10;2;2;1;3;28.959.957.749
7997075;7;2;2;2;3;25.899.750.128
7997076;15;2;2;1;4;32.221.982.981
7997076;12;2;2;1;3;32.221.982.981
7997078;8;2;2;1;3;32.471.737.337
7997080;6;2;2;2;3;24.937.513.144
7997081;15;2;2;1;3;39.513.536.268
7997084;14;2;2;1;3;22.453.971.444
7997088;9;2;2;1;3;33.262.368.541
7997089;16;2;2;1;3;44.486.724.557
7997090;14;2;2;1;3;47.702.656.278
7997091;11;2;2;1;3;54.456.328.327
7997091;7;2;2;1;3;54.456.328.327
7997091;5;2;2;2;3;54.456.328.327
7997092;11;2;2;2;3;35.507.077.396
7997100;9;2;2;1;3;6.601.793.811
7997101;12;2;2;2;3;62.193.344.522
7997102;16;2;2;2;3;66.333.015.876
7997106;6;2;2;1;3;32.452.494.605
7997108;12;2;2;2;3;55.395.578.765
7997109;8;2;2;2;3;67.406.590.015
7997109;7;2;2;1;3;67.406.590.015
7997110;9;2;2;2;3;52.343.445.791
7997112;17;;2;1;1;72.127.057.394
7997112;17;;2;1;1;72.127.057.394
7997113;13;2;2;1;3;37.420.164.609
7997115;8;2;2;1;3;5.512.014.872
7997117;17;2;2;2;4;55.681.549.374
7997117;14;2;2;2;3;55.681.549.374
7997121;17;2;2;1;3;30.088.679.665
7997121;12;2;2;2;3;30.088.679.665
7997123;8;2;2;2;3;23.441.421.659
7997123;5;2;2;1;6;23.441.421.659
7997124;6;2;2;1;3;3.126.914.804
7997127;14;2;2;1;3;46.273.684.633
7997129;13;2;2;1;3;27.385.181.341
7997137;16;2;2;1;6;60.460.495.113
7997139;15;2;2;1;3;38.402.244.412
7997139;13;2;2;1;3;38.402.244.412
7997141;16;2;2;1;3;43.771.429.812
7997145;13;2;2;2;3;35.534.387.075
7997148;14;2;2;2;3;31.597.672.504
7997148;17;;2;1;3;31.597.672.504
7997148;11;2;2;2;3;31.597.672.504
7997150;9;2;2;2;3;34.601.066.585
7997151;16;2;2;1;3;35.007.507.024
7997151;15;2;2;1;3;35.007.507.024
7997152;16;2;2;2;3;32.508.873.561
7997152;10;2;2;1;3;32.508.873.561
7997160;7;2;2;2;3;29.335.021.377
7997163;5;2;2;2;3;34.919.101.763
7997166;15;2;2;2;3;32.928.790.897
7997170;10;2;2;2;3;56.122.843.235
7997170;13;2;2;2;3;56.122.843.235
7997175;17;;2;1;6;57.317.489.195
7997175;8;2;2;1;3;57.317.489.195
7997178;5;2;2;2;6;32.752.124.293
7997182;10;2;2;1;3;30.866.897.907
7997183;17;2;2;2;3;31.921.612.917
7997183;8;2;2;1;4;31.921.612.917
7997186;12;2;2;1;3;30.431.302.243
7997186;7;2;2;2;3;30.431.302.243
7997187;15;2;2;1;3;32.035.927.679
7997187;8;2;2;2;3;32.035.927.679
7997191;15;2;2;2;3;62.636.683.792
7997195;13;2;2;2;3;51.534.022.167
7997200;5;2;2;2;3;8.096.363.122
7997201;16;2;2;2;3;22.372.709.119
7997205;5;2;2;2;3;96.233.738.649
7997207;13;2;2;2;3;19.841.944.645
7997215;16;2;2;2;3;18.778.602.775
7997218;5;2;2;2;6;30.706.317.057
7997220;17;2;2;2;4;24.936.753.214
7997223;5;2;2;1;4;30.866.897.907
7997225;17;2;2;1;3;76.194.480.775
7997225;15;2;2;1;3;76.194.480.775
7997229;17;2;2;2;3;77.892.869.972
7997229;15;2;2;1;3;77.892.869.972
7997229;14;2;2;1;3;77.892.869.972
7997229;11;2;2;2;3;77.892.869.972
7997229;6;2;2;2;3;77.892.869.972
7997231;5;2;2;1;6;69.016.223.188
7997234;17;2;2;1;4;2.403.088.761
7997236;17;2;2;1;3;427.791.609
7997236;13;2;2;2;3;427.791.609
7997237;10;2;2;2;3;39.285.990.264
7997247;9;2;2;1;3;39.420.519.487
7997250;11;2;2;2;3;50.001.616.636
7997252;8;2;2;1;3;45.435.339.466
7997252;5;2;2;1;6;45.435.339.466
7997259;10;2;2;2;3;51.534.022.167
7997260;12;2;2;1;3;42.813.200.806
7997260;7;2;2;2;3;42.813.200.806
7997261;7;2;2;2;3;44.349.938.255
7997264;13;2;2;1;3;36.307.933.135
7997270;9;2;2;2;3;67.029.143.787
7997272;15;2;2;2;4;61.202.639.509
7997272;8;2;2;2;3;61.202.639.509
7997272;7;2;2;2;3;61.202.639.509
7997281;17;2;2;2;4;5.563.876.319
7997281;12;2;2;2;3;5.563.876.319
7997282;15;2;2;2;3;8.136.483.271
7997282;7;2;2;1;3;8.136.483.271
7997287;15;2;2;1;3;69.753.398.475
7997287;11;2;2;2;3;69.753.398.475
7997287;9;2;2;1;3;69.753.398.475
7997287;7;2;2;1;3;69.753.398.475
7997295;12;2;2;2;3;34.968.848.477
7997298;8;2;2;1;3;32.603.899.076
7997304;6;2;2;1;3;3.650.526.601
7997305;14;2;2;2;3;18.280.824.999
7997306;7;2;2;1;3;36.629.071.801
7997308;16;2;2;2;3;33.847.936.577
7997312;7;2;2;1;3;37.449.193.742
7997314;15;2;2;2;3;60.575.750.636
7997316;5;2;2;1;3;47.454.214.238
7997318;14;2;2;1;3;54.226.576.341
7997318;13;2;2;2;3;54.226.576.341
7997318;12;2;2;1;3;54.226.576.341
7997319;17;2;2;1;3;33.618.394.097
7997323;14;2;2;2;3;27.330.166.482
7997323;9;2;2;2;3;27.330.166.482
7997324;16;2;2;2;3;85.939.360.049
7997324;10;2;2;1;3;85.939.360.049
7997329;9;2;2;1;3;64.492.109.254
7997330;10;2;2;1;3;80.244.484.873
7997331;16;2;2;2;3;67.502.676.026
7997333;9;2;2;1;3;64.492.109.254
7997334;14;2;2;2;3;54.652.588.293
7997334;12;2;2;1;3;54.652.588.293
7997334;10;2;2;1;3;54.652.588.293
7997335;7;2;2;1;3;62.377.525.165
7997340;15;;2;1;1;42.340.040.358
7997349;16;2;2;2;3;56.490.171.719
7997354;13;2;2;1;3;24.375.554.257
7997354;5;2;2;2;3;24.375.554.257
7997355;15;2;2;2;3;28.615.627.832
7997358;15;2;2;2;3;30.835.087.132
7997358;8;2;2;2;3;30.835.087.132
7997360;10;2;2;2;3;26.404.686.376
7997360;8;2;2;2;3;26.404.686.376
7997360;5;2;2;1;3;26.404.686.376
7997361;14;2;2;1;3;20.040.867.834
7997361;8;2;2;2;3;20.040.867.834
7997362;10;2;2;1;3;19.009.788.279
7997362;7;2;2;1;3;19.009.788.279
7997365;12;2;2;1;3;10.108.249.096
7997365;6;2;2;2;3;10.108.249.096
7997366;8;2;2;1;3;10.762.085.653
7997366;5;2;2;2;3;10.762.085.653
7997368;8;2;2;2;3;10.074.566.007
7997373;16;2;2;2;3;73.254.126.397
7997375;15;2;2;2;3;30.829.254.225
7997376;15;2;2;2;3;3.230.928.156
7997380;8;2;2;2;3;56.844.868.198
7997388;15;2;2;1;3;14.887.662.484
7997390;9;2;2;2;3;32.813.447.932
7997392;8;2;2;2;3;33.350.959.486
7997402;8;2;2;2;3;28.126.654
7997406;16;2;2;1;3;29.331.706.138
7997407;11;2;2;2;3;28.646.264.936
7997407;10;2;2;1;3;28.646.264.936
7997409;9;2;2;2;3;31.457.072.482
7997410;7;2;2;1;3;3.189.455.658
7997414;6;2;2;1;3;83.761.195.081
7997416;8;2;2;2;3;83.023.124.143
7997419;12;2;2;1;3;39.331.217.457
7997419;6;2;2;2;3;39.331.217.457
7997424;7;2;2;2;3;3.839.454.481
7997426;10;2;2;1;3;6.062.355.106
7997428;16;2;2;2;3;45.840.312.942
7997432;17;;2;2;3;32.092.802.407
7997433;13;2;2;2;3;42.459.066.539
7997436;8;2;2;2;3;43.114.423.023
7997436;5;2;2;1;3;43.114.423.023
7997447;8;2;2;1;3;41.298.062.865
7997461;9;2;2;2;3;78.864.860.358
7997463;11;2;2;1;3;11.416.667.638
7997464;17;2;2;1;3;13.987.959.847
7997468;15;;2;2;4;13.911.151.547
7997468;12;2;2;2;3;13.911.151.547
7997468;5;2;2;1;3;13.911.151.547
7997468;16;2;2;2;3;13.911.151.547
7997468;14;2;2;2;3;13.911.151.547
7997470;10;2;2;2;3;10.447.839.537
7997473;16;2;2;1;3;12.405.552.255
7997473;15;2;2;1;3;12.405.552.255
7997474;7;2;2;2;3;17.376.408.782
7997474;5;2;2;1;6;17.376.408.782
7997479;8;2;2;1;3;72.597.815.143
7997482;11;2;2;2;3;83.049.406.873
7997483;11;2;2;1;3;98.858.769.013
7997488;7;2;2;1;3;39.339.826.117
7997494;10;2;2;1;3;5.058.410.818
7997502;12;2;2;1;3;65.298.317.042
7997503;12;2;2;2;3;61.399.210.483
7997507;7;2;2;1;3;52.885.713.436
7997509;11;2;2;1;3;36.471.193.161
7997512;16;2;2;2;3;14.436.994.894
7997512;13;2;2;1;3;14.436.994.894
7997512;11;2;2;1;3;14.436.994.894
7997513;5;2;2;2;3;78.157.285.855
7997516;8;2;2;1;3;51.760.019.027
7997519;8;2;2;2;3;40.682.900.568
7997520;10;2;2;1;3;10.646.328.971
7997523;14;2;2;1;3;15.710.667.823
7997526;14;2;2;2;3;10.749.760.473
7997526;9;2;2;1;3;10.749.760.473
7997533;12;2;2;2;3;15.917.424.432
7997533;10;2;2;1;3;15.917.424.432
7997543;16;2;2;2;3;28.327.044.619
7997549;15;2;2;1;3;36.537.320.802
7997555;5;2;2;2;3;69.527.003.951
7997557;12;2;2;1;3;49.423.879.456
7997557;6;2;2;1;3;49.423.879.456
7997559;12;2;2;1;3;28.014.868.754
7997560;8;2;2;1;3;42.022.303.131
7997565;14;2;2;2;3;82.286.183.995
7997565;11;2;2;1;3;82.286.183.995
7997566;7;2;2;1;3;69.818.728.602
7997568;11;2;2;1;3;73.143.274.663
7997568;8;2;2;2;3;73.143.274.663
7997571;13;2;2;2;3;44.656.718.606
7997572;14;2;2;2;3;42.907.731.242
7997573;5;2;2;2;3;21.669.999.392
7997574;17;2;2;2;3;20.192.753.757
7997574;8;2;2;1;3;20.192.753.757
7997574;15;2;2;2;3;20.192.753.757
7997574;6;2;2;1;3;20.192.753.757
7997580;13;2;2;2;3;48.924.998.566
7997589;10;2;2;2;3;28.539.582.497
7997590;14;2;2;2;3;98.406.578.843
7997596;15;2;2;1;3;80.796.360.011
7997598;13;2;2;2;3;6.645.414.644
7997599;13;2;2;2;3;72.520.582.275
7997599;12;2;2;2;3;72.520.582.275
7997607;12;2;2;1;3;97.455.066.029
7997609;17;2;2;2;3;29.712.143.886
7997610;15;2;2;1;3;74.802.098.849
7997611;12;2;2;2;3;29.712.143.886
7997611;10;2;2;2;3;29.712.143.886
7997612;14;2;2;2;3;75.064.745.372
7997612;12;2;2;1;3;75.064.745.372
7997613;13;2;2;2;3;52.674.424.714
7997613;5;2;2;2;6;52.674.424.714
7997619;9;2;2;1;3;2.520.560.336
7997625;10;2;2;1;3;72.410.679.694
7997631;9;2;2;1;3;38.164.827.978
7997634;15;2;2;1;3;24.422.124.312
7997634;6;2;2;2;3;24.422.124.312
7997639;17;2;2;2;3;29.002.602.575
7997642;17;2;2;2;3;13.352.312.895
7997642;14;2;2;2;3;13.352.312.895
7997642;11;2;2;2;3;13.352.312.895
7997644;13;2;2;2;3;37.385.470.188
7997644;11;2;2;1;3;37.385.470.188
7997649;7;2;2;2;3;37.133.667.793
7997651;13;2;2;1;3;48.756.951.887
7997655;17;2;2;2;3;12.312.608.669
7997656;13;2;2;1;3;13.738.271.154
7997656;9;2;2;1;3;13.738.271.154
7997656;5;2;2;2;3;13.738.271.154
7997658;9;2;2;2;3;11.759.016.298
7997658;6;2;2;2;3;11.759.016.298
7997662;13;2;2;1;3;20.712.217.188
7997662;5;2;2;1;6;20.712.217.188
7997664;10;2;2;2;3;29.283.958.633
7997666;13;2;1;2;3;48.084.837.423
7997667;13;2;2;2;3;27.757.010.671
7997670;17;;2;1;1;23.539.991.693
7997672;10;2;2;2;3;38.606.404.982
7997674;7;2;2;2;4;69.462.249.899
7997676;16;;2;2;1;69.462.249.899
7997677;17;2;2;1;3;95.154.572.439
7997688;11;2;2;1;3;10.856.348.962
7997693;15;;2;1;3;23.662.253.853
7997693;6;2;2;1;3;23.662.253.853
7997697;7;2;2;2;3;7.157.951.028
7997697;5;2;2;1;3;7.157.951.028
7997702;10;2;2;2;3;69.746.230.235
7997708;16;2;2;1;3;54.552.664.269
7997708;5;2;2;1;3;54.552.664.269
7997709;12;2;2;1;3;43.032.991.757
7997710;17;;2;1;6;67.109.125.462
7997714;13;2;2;2;3;53.163.310.773
7997714;9;2;2;2;3;53.163.310.773
7997719;12;2;2;2;3;53.163.310.773
7997719;8;2;2;2;3;53.163.310.773
7997722;16;2;2;1;3;13.373.788.751
7997722;14;;2;2;4;13.373.788.751
7997722;7;2;2;1;3;13.373.788.751
7997726;7;2;2;2;3;35.635.157.789
7997727;10;2;2;2;3;69.738.858.386
7997729;14;2;2;1;4;86.845.500.154
7997731;16;2;2;2;4;92.526.074.089
7997733;5;2;2;2;3;94.537.094.889
7997734;17;2;2;2;3;4.632.411.985
7997736;9;2;2;2;3;59.991.745.925
7997745;17;;2;1;6;62.980.592.517
7997745;15;;2;2;3;62.980.592.517
7997770;15;2;2;2;3;18.783.519.345
7997770;5;2;2;1;3;18.783.519.345
7997779;8;2;2;2;3;20.575.488.746
7997784;13;2;2;1;3;41.813.133.939
7997785;14;2;2;2;4;52.554.555.391
7997787;14;1;2;1;2;3.589.351.433
7997791;17;2;2;1;3;79.035.205.135
7997796;12;;2;1;5;82.037.767.658
7997802;7;2;2;1;3;10.137.811.665
7997805;11;2;2;2;3;10.137.811.665
7997805;9;2;2;1;3;10.137.811.665
7997807;11;2;2;2;3;33.228.023.315
7997809;5;2;2;2;6;195.208.896
7997811;17;2;2;2;6;1.748.847.614
7997811;15;2;2;1;3;1.748.847.614
7997815;12;2;2;2;3;35.438.314.311
7997815;5;2;2;1;6;35.438.314.311
7997822;17;2;2;2;3;12.493.774.355
7997824;8;2;2;2;3;2.208.079.584
7997825;10;2;2;1;3;23.568.029.533
7997826;15;2;2;1;3;18.727.802.047
7997829;9;2;2;1;3;27.967.435.863
7997833;10;2;2;1;3;23.553.652.326
7997834;14;2;2;1;3;2.449.838.688
7997834;11;2;2;1;3;2.449.838.688
7997834;10;2;2;1;3;2.449.838.688
7997835;14;2;2;2;3;18.710.727.788
7997835;9;2;2;1;3;18.710.727.788
7997840;17;2;2;1;6;96.040.322.996
7997842;13;2;2;1;3;21.072.195.944
7997848;16;2;2;1;3;18.269.034.834
7997860;11;2;2;1;3;15.655.827.818
7997860;16;2;2;2;3;15.655.827.818
7997862;17;2;2;2;3;13.439.526.664
7997862;15;2;2;2;3;13.439.526.664
7997862;13;2;2;1;3;13.439.526.664
7997875;7;2;2;1;3;9.291.807.542
7997881;14;;2;1;5;10.179.989.714
7997887;9;2;2;2;3;27.488.918.582
7997892;8;2;2;1;3;35.653.227.811
7997892;10;2;2;2;3;35.653.227.811
7997893;6;2;2;1;3;3.311.909.577
7997895;9;2;2;1;3;48.088.401.547
7997895;5;2;2;2;3;48.088.401.547
7997896;8;2;2;2;3;36.693.147.691
7997896;5;2;2;2;3;36.693.147.691
7997901;8;2;2;1;3;38.809.876.506
7997904;14;2;2;2;3;39.620.975.598
7997907;17;;2;1;1;51.588.973.268
7997907;15;;2;1;1;51.588.973.268
7997907;12;2;2;1;6;51.588.973.268
7997907;5;2;2;2;6;51.588.973.268
7997910;15;;2;1;1;36.970.050.617
7997910;13;2;2;1;4;36.970.050.617
7997911;13;2;2;1;3;42.306.339.661
7997911;6;2;2;1;3;42.306.339.661
7997912;17;;2;1;1;51.210.433.071
7997914;5;2;2;2;3;28.963.120.676
7997915;11;2;2;2;3;33.911.258.074
7997915;8;2;2;1;3;33.911.258.074
7997918;6;2;2;2;3;31.851.012.844
7997920;16;2;2;1;3;35.579.903.577
7997921;6;2;2;1;3;57.475.281.509
7997923;16;2;2;1;3;57.812.207.439
7997923;13;2;2;1;3;57.812.207.439
7997923;11;2;2;1;3;57.812.207.439
7997926;13;2;2;2;3;46.910.580.886
7997926;10;2;2;1;3;46.910.580.886
7997927;17;;2;1;1;20.719.880.109
7997927;14;2;2;2;3;20.719.880.109
7997929;11;2;2;2;3;43.297.397.127
7997932;17;2;2;1;3;16.696.323.065
7997933;6;2;2;2;3;27.130.083.671
7997935;8;2;2;2;3;35.116.088.729
7997936;10;2;2;2;3;33.262.087.296
7997937;15;2;2;2;3;76.186.658.642
7997937;10;2;2;2;3;76.186.658.642
7997938;15;2;2;1;3;60.348.322.676
7997947;10;2;2;1;3;11.162.844.822
7997947;8;2;2;2;3;11.162.844.822
7997952;12;2;2;1;3;83.968.758.083
7997952;10;2;2;1;3;83.968.758.083
7997952;6;2;2;2;3;83.968.758.083
7997963;16;2;2;1;3;57.914.400.495
7997963;14;2;2;2;3;57.914.400.495
7997968;13;2;2;2;3;12.056.551.134
7997973;11;2;2;2;3;15.469.986.928
7997973;10;2;2;2;3;15.469.986.928
7997973;10;2;2;1;3;15.469.986.928
7997976;13;;2;2;3;1.337.778.469
7997977;9;2;2;1;3;18.964.628.668
7997977;5;2;2;1;3;18.964.628.668
7997977;6;2;2;2;3;18.964.628.668
7997979;15;2;2;1;3;57.783.954.543
7997988;5;2;2;1;3;54.131.838.332
7997990;6;2;2;2;3;96.371.597.204
7997991;17;2;2;2;3;12.418.358.593
7997991;14;2;2;2;4;12.418.358.593
7997992;12;2;2;1;3;13.928.296.256
7997994;9;2;2;2;3;86.465.075.167
7997995;10;2;2;1;3;11.976.585.345
7997995;14;2;2;2;3;11.976.585.345
7998001;7;2;2;2;3;96.134.274.367
7998004;15;2;2;2;3;10.654.259.919
7998004;13;2;2;1;3;10.654.259.919
7998004;7;2;2;2;3;10.654.259.919
7998007;12;2;2;1;3;93.401.144.724
7998008;6;2;2;1;3;10.880.502.083
7998012;5;2;2;1;3;94.068.466.455
7998014;5;2;2;2;3;91.569.428.798
7998017;7;2;2;1;3;79.977.594.872
7998018;9;2;2;2;3;95.352.796.359
7998022;17;2;2;1;3;91.357.115.132
7998022;8;2;2;2;3;91.357.115.132
7998031;16;2;2;2;3;87.075.834.334
7998032;13;2;2;1;3;13.562.680.418
7998032;11;2;2;1;3;13.562.680.418
7998037;12;2;2;2;3;97.689.514.345
7998040;7;2;2;2;3;98.224.222.924
7998042;9;2;2;2;3;15.504.710.361
7998045;7;2;2;2;3;10.335.678.662
7998047;8;2;2;1;3;16.060.888.702
7998048;15;2;2;2;3;11.625.533.974
7998053;11;2;2;2;3;31.551.995.042
7998059;6;2;2;2;3;41.655.924.353
7998059;13;2;2;2;3;41.655.924.353
7998059;9;2;2;1;3;41.655.924.353
7998060;7;2;2;1;3;14.786.415.199
7998061;8;2;2;2;3;21.104.897.468
7998062;12;2;2;1;3;16.113.124.168
7998063;17;2;2;2;3;13.263.102.293
7998063;9;2;2;1;3;13.263.102.293
7998066;9;2;2;2;3;25.325.876.961
7998068;14;2;2;2;3;41.602.093.906
7998068;5;2;2;1;3;41.602.093.906
7998075;6;2;2;2;3;33.845.419.887
7998076;11;2;2;2;3;35.225.013.028
7998078;16;2;2;1;3;25.814.858.818
7998080;15;2;2;2;3;43.001.683.541
7998080;6;2;2;2;3;43.001.683.541
7998082;10;2;2;2;3;48.566.732.401
7998085;10;2;2;2;3;53.091.637.173
7998085;17;2;2;2;3;53.091.637.173
7998086;15;2;2;1;6;28.656.716.937
7998088;10;2;2;1;3;35.879.828.521
7998089;10;2;2;2;3;45.606.323.681
7998091;7;2;2;1;3;26.075.841.041
7998092;12;2;2;1;3;54.274.466.042
7998092;10;2;2;2;3;54.274.466.042
7998094;15;2;2;1;3;56.803.533.209
7998094;11;2;2;2;3;56.803.533.209
7998094;6;2;2;2;3;56.803.533.209
7998096;8;2;2;1;3;55.257.328.109
7998103;9;2;2;1;3;74.439.714.857
7998107;6;2;2;1;3;25.482.067.842
7998112;16;2;2;2;3;31.952.598.201
7998113;10;2;2;1;3;29.862.522.881
7998116;15;2;2;2;3;25.482.067.842
7998117;10;2;2;1;3;58.501.673.083
7998119;12;2;2;2;3;47.249.041.149
7998120;5;2;2;1;3;59.269.426.357
7998132;14;2;2;1;3;10.263.680.822
7998133;15;2;2;1;3;14.166.825.912
7998137;7;2;2;1;3;10.298.943.447
7998140;16;2;2;2;3;7.478.674.703
7998142;17;2;2;2;3;23.430.004.268
7998142;15;2;2;1;3;23.430.004.268
7998142;12;2;2;1;3;23.430.004.268
7998142;8;2;2;2;3;23.430.004.268
7998144;17;2;2;1;3;19.439.443.619
7998144;12;2;2;2;3;19.439.443.619
7998144;8;2;2;1;3;19.439.443.619
7998147;9;2;2;2;3;1.774.689.651
7998147;6;2;2;1;3;1.774.689.651
7998158;9;2;2;2;3;32.676.512.713
7998158;7;2;2;2;3;32.676.512.713
7998158;5;2;2;2;6;32.676.512.713
7998159;11;2;2;1;3;42.303.311.076
7998159;6;2;2;2;3;42.303.311.076
7998160;16;2;2;1;3;6.697.802.327
7998160;13;2;2;2;3;6.697.802.327
7998160;12;2;2;1;3;6.697.802.327
7998160;11;2;2;1;3;6.697.802.327
7998161;17;2;2;2;4;6.697.802.327
7998161;15;2;2;2;3;6.697.802.327
7998161;13;2;2;1;3;6.697.802.327
7998161;11;2;2;1;3;6.697.802.327
7998161;8;2;2;1;3;6.697.802.327
7998161;6;2;2;1;3;6.697.802.327
7998162;16;2;2;1;3;29.784.396.752
7998162;12;2;2;2;3;29.784.396.752
7998163;11;2;2;2;3;62.493.029.183
7998163;8;2;2;1;3;62.493.029.183
7998163;6;2;2;1;3;62.493.029.183
7998164;9;2;2;2;3;43.799.030.077
7998164;7;2;2;2;3;43.799.030.077
7998167;12;2;2;2;3;6.697.802.327
7998167;8;2;2;1;3;6.697.802.327
7998169;12;2;2;2;3;43.799.030.077
7998169;9;2;2;2;3;43.799.030.077
7998169;6;2;2;1;3;43.799.030.077
7998171;10;2;2;1;3;40.807.592.075
7998172;8;2;2;1;3;66.274.603.391
7998176;13;2;2;1;3;6.697.802.327
7998176;10;2;2;1;3;6.697.802.327
7998176;5;2;2;1;3;6.697.802.327
7998179;17;2;2;1;3;51.854.555.123
7998179;6;2;2;1;3;51.854.555.123
7998182;7;2;2;1;3;41.261.487.103
7998183;5;2;2;1;3;41.261.487.103
7998184;17;2;2;1;3;45.453.078.501
7998187;13;2;2;1;3;4.262.123.165
7998187;12;2;2;2;3;4.262.123.165
7998188;5;2;2;1;3;41.261.487.103
7998189;12;2;2;2;3;29.089.671.636
7998190;11;2;2;2;3;56.159.668.928
7998191;16;;2;1;3;47.903.918.453
7998191;11;2;2;1;6;47.903.918.453
7998198;17;;2;1;1;25.589.994.182
7998205;16;2;2;2;4;35.892.034.207
7998207;16;2;2;2;3;22.119.067.109
7998207;16;2;2;1;3;22.119.067.109
7998210;5;2;2;2;3;34.131.877.614
7998213;16;2;2;1;3;45.697.888.251
7998213;10;2;2;2;3;45.697.888.251
7998215;16;2;2;1;3;4.342.182.716
7998229;5;2;2;1;3;30.655.468.255
7998231;16;2;2;1;3;12.190.893.574
7998235;16;2;2;1;3;10.540.159.827
7998235;15;2;2;2;3;10.540.159.827
7998235;11;2;2;1;3;10.540.159.827
7998237;5;2;2;1;3;17.551.726.645
7998239;17;2;2;1;3;20.147.823.303
7998239;15;2;2;1;3;20.147.823.303
7998245;9;2;2;2;3;2.886.197.141
7998245;7;2;2;2;3;2.886.197.141
7998246;16;2;2;1;3;21.511.362.037
7998247;16;2;2;1;3;29.227.739.189
7998247;13;2;2;2;3;29.227.739.189
7998247;8;2;2;2;3;29.227.739.189
7998250;16;2;2;1;3;91.807.075.895
7998250;5;2;2;2;3;91.807.075.895
7998256;11;2;2;1;3;17.245.143.076
7998259;10;2;2;2;3;16.443.864.065
7998262;13;;2;2;3;10.210.023.209
7998262;9;2;2;1;3;10.210.023.209
7998262;17;2;2;2;3;10.210.023.209
7998263;15;2;2;2;3;94.254.806.866
7998263;9;2;2;1;3;94.254.806.866
7998263;5;2;2;2;3;94.254.806.866
7998264;11;2;2;2;3;1.217.577.349
7998264;8;2;2;2;3;1.217.577.349
7998267;11;2;2;2;3;9.633.102.623
7998269;14;2;2;2;3;9.801.873.473
7998269;11;2;2;2;3;9.801.873.473
7998270;6;2;2;1;3;99.115.745.667
7998271;13;2;2;2;3;14.396.007.581
7998273;12;2;2;2;3;12.092.996.217
7998274;15;2;2;1;3;18.429.837.564
7998275;16;2;2;2;3;12.762.866.192
7998278;5;2;2;1;3;1.483.038.583
7998278;17;2;2;1;4;1.483.038.583
7998280;16;2;2;1;3;17.159.507.728
7998280;7;2;2;1;3;17.159.507.728
7998281;11;2;2;2;3;11.516.658.537
7998284;15;2;2;1;3;10.758.675.431
7998290;5;2;2;1;3;13.420.849.443
7998292;16;2;2;2;3;13.047.933.527
7998292;15;2;2;2;3;13.047.933.527
7998292;9;2;2;1;3;13.047.933.527
7998292;7;2;2;1;3;13.047.933.527
7998294;6;2;2;1;3;1.108.955.079
7998296;14;2;2;1;3;17.814.031.082
7998296;12;2;2;1;3;17.814.031.082
7998299;14;2;2;2;3;16.388.039.245
7998300;8;2;2;1;3;16.861.051.281
7998301;8;2;2;2;3;15.820.984.405
7998305;16;2;2;2;3;14.087.453.378
7998307;12;2;2;1;3;18.845.275.953
7998307;8;2;2;1;3;18.845.275.953
7998308;6;2;2;2;3;1.368.128.479
7998311;8;2;2;1;3;13.805.468.363
7998313;6;2;2;1;3;90.412.906.074
7998313;9;2;2;1;3;90.412.906.074
7998319;16;2;2;2;3;11.154.774.118
7998324;14;2;2;2;3;40.612.980.133
