DIRECTORIO;P6040;P404;P3503;P3271;P400;FEX_C
8031511;13;2;2;2;3;62.690.188.695
8031511;7;2;2;1;3;62.690.188.695
8031513;10;2;2;1;3;10.322.618.463
8031513;5;2;2;1;3;10.322.618.463
8031517;12;2;2;2;3;34.194.648.379
8031517;10;2;2;2;3;34.194.648.379
8031524;8;2;2;2;3;1.397.746.861
8031533;6;2;2;1;6;64.554.854.441
8031537;12;2;2;1;6;5.120.821.985
8031537;11;2;2;2;3;5.120.821.985
8031537;9;2;2;1;6;5.120.821.985
8031542;10;2;2;1;3;58.118.533.608
8031545;6;2;2;2;3;7.011.911.143
8031548;15;;2;1;5;67.890.563.617
8031549;16;1;2;1;2;54.844.463.298
8031549;12;2;2;2;3;54.844.463.298
8031549;8;2;2;1;3;54.844.463.298
8031551;12;2;2;1;3;19.570.661.812
8031552;16;2;2;2;4;18.116.116.956
8031552;10;2;2;1;4;18.116.116.956
8031552;9;2;2;1;4;18.116.116.956
8031553;12;2;2;1;3;27.907.785.648
8031553;10;2;2;2;3;27.907.785.648
8031556;14;2;2;2;3;11.673.163.797
8031556;12;2;2;1;3;11.673.163.797
8031556;17;2;2;2;3;11.673.163.797
8031558;16;2;2;1;3;17.065.997.751
8031558;14;2;2;1;4;17.065.997.751
8031560;12;2;2;1;3;18.579.492.881
8031561;14;2;2;2;3;1.985.267.415
8031562;16;2;2;2;3;14.000.435.567
8031562;10;2;2;2;3;14.000.435.567
8031566;10;2;2;1;3;1.565.652.945
8031568;16;2;2;1;3;26.074.530.422
8031568;11;2;2;2;3;26.074.530.422
8031575;9;2;2;1;6;2.909.818.697
8031575;7;2;2;1;6;2.909.818.697
8031575;5;2;2;2;6;2.909.818.697
8031576;15;2;2;1;4;25.061.948.051
8031579;12;2;2;2;3;26.771.480.025
8031583;15;2;2;2;3;10.808.459.588
8031583;13;2;2;1;3;10.808.459.588
8031583;10;2;2;2;3;10.808.459.588
8031587;9;2;2;1;3;8.503.436.873
8031587;9;2;2;1;3;8.503.436.873
8031589;11;2;2;1;3;77.748.419.503
8031589;16;2;2;2;3;77.748.419.503
8031590;15;2;2;2;3;89.567.264.551
8031590;13;2;2;1;3;89.567.264.551
8031591;8;2;2;2;3;10.483.788.159
8031593;15;2;2;2;3;95.391.261.931
8031593;9;2;2;2;3;95.391.261.931
8031593;7;2;2;2;3;95.391.261.931
8031595;11;2;2;2;4;10.850.120.854
8031595;9;2;2;2;4;10.850.120.854
8031598;5;2;2;1;6;69.090.241.368
8031601;17;1;2;2;2;95.437.826.667
8031601;11;2;2;1;3;95.437.826.667
8031604;13;2;2;2;3;30.832.774.725
8031609;16;2;2;2;3;25.026.026.198
8031609;14;2;2;2;3;25.026.026.198
8031611;12;2;2;2;3;25.875.359.149
8031611;10;2;2;2;3;25.875.359.149
8031611;5;2;2;2;3;25.875.359.149
8031616;14;2;2;1;3;27.869.239.322
8031617;7;2;2;2;3;15.369.858.216
8031620;11;2;2;2;3;25.922.147.074
8031620;8;2;2;1;3;25.922.147.074
8031621;8;2;2;1;3;27.869.239.322
8031626;17;2;2;2;3;22.947.745.598
8031627;13;2;2;1;3;24.063.003.883
8031627;10;2;2;2;3;24.063.003.883
8031633;14;2;2;2;4;27.261.434.526
8031633;6;2;2;2;6;27.261.434.526
8031636;15;2;2;2;4;19.242.656.545
8031636;6;2;2;1;6;19.242.656.545
8031636;11;2;2;1;4;19.242.656.545
8031639;17;2;2;2;3;24.176.284.283
8031639;9;2;2;2;3;24.176.284.283
8031641;10;2;2;1;3;29.273.280.835
8031641;7;2;2;2;3;29.273.280.835
8031642;17;2;2;2;3;21.914.434.212
8031645;11;2;2;1;3;38.357.337.915
8031645;10;2;2;2;3;38.357.337.915
8031645;7;2;2;2;3;38.357.337.915
8031645;5;2;2;1;3;38.357.337.915
8031649;10;2;2;2;3;24.185.301.026
8031650;12;2;2;1;3;22.917.146.555
8031650;9;2;2;2;3;22.917.146.555
8031652;17;2;2;1;4;27.739.983.504
8031654;10;2;2;1;3;72.577.080.634
8031655;17;2;2;1;3;76.365.782.338
8031655;17;2;2;1;3;76.365.782.338
8031657;13;2;2;1;3;65.979.164.212
8031660;7;2;2;2;3;96.022.039.984
8031668;14;2;2;2;3;88.566.925.417
8031668;6;2;2;2;3;88.566.925.417
8031673;13;2;2;2;3;73.671.994.242
8031681;17;2;2;1;3;6.246.470.059
8031681;15;2;2;1;3;6.246.470.059
8031685;10;2;2;2;3;42.807.198.112
8031686;8;2;2;1;3;58.776.046.423
8031686;6;2;2;2;3;58.776.046.423
8031690;8;2;2;2;3;6.899.560.574
8031692;9;2;2;1;3;23.203.805.427
8031693;16;2;2;1;6;33.950.924.308
8031693;13;2;2;2;6;33.950.924.308
8031693;6;2;2;1;6;33.950.924.308
8031695;15;2;2;1;6;16.054.846.673
8031695;14;2;2;1;6;16.054.846.673
8031695;11;2;2;1;6;16.054.846.673
8031695;7;2;2;1;6;16.054.846.673
8031699;8;2;2;1;3;25.956.105.058
8031702;14;2;2;2;6;11.803.042.836
8031702;9;2;2;2;6;11.803.042.836
8031702;5;2;2;2;6;11.803.042.836
8031703;10;2;2;2;6;27.727.931.894
8031703;10;2;2;2;6;27.727.931.894
8031705;14;2;2;2;6;27.727.931.894
8031707;11;2;2;2;6;26.434.046.773
8031707;9;2;2;2;6;26.434.046.773
8031707;5;2;2;1;6;26.434.046.773
8031727;8;2;2;2;3;46.513.469.499
8031733;9;2;2;2;3;55.481.491.909
8031733;7;2;2;1;3;55.481.491.909
8031734;12;2;2;1;3;12.217.878.896
8031737;9;2;2;1;3;11.055.700.707
8031739;17;2;2;1;3;92.922.648.658
8031740;12;2;2;1;6;49.243.389.764
8031740;6;2;2;2;3;49.243.389.764
8031741;13;2;2;1;3;12.284.111.897
8031742;14;2;2;2;3;53.185.721.203
8031748;13;2;2;2;3;50.800.157.204
8031748;11;2;2;1;3;50.800.157.204
8031749;5;2;2;1;3;10.050.637.007
8031750;15;2;2;1;3;10.570.502.137
8031752;6;2;2;1;3;61.937.467.708
8031752;5;2;2;2;3;61.937.467.708
8031754;9;2;2;1;3;97.451.378.103
8031754;5;2;2;1;3;97.451.378.103
8031756;15;2;2;2;3;44.143.502.307
8031756;10;2;2;2;3;44.143.502.307
8031758;17;2;2;1;4;70.428.311.905
8031759;16;2;2;1;3;71.189.286.818
8031759;10;2;2;2;3;71.189.286.818
8031760;5;2;2;1;3;49.175.217.136
8031761;5;2;2;1;3;76.398.795.791
8031764;6;2;2;1;3;33.649.792.818
8031765;6;2;2;1;3;33.649.792.818
8031766;6;2;2;1;3;49.175.217.136
8031767;10;2;2;2;3;13.195.823.113
8031769;5;2;2;2;3;13.195.823.113
8031770;13;2;2;1;3;11.869.384.446
8031771;16;;2;1;5;57.685.359.116
8031771;13;2;2;1;3;57.685.359.116
8031771;11;2;2;2;3;57.685.359.116
8031771;15;2;2;1;3;57.685.359.116
8031774;6;2;2;1;6;55.208.206.332
8031777;17;2;2;2;3;52.852.006.958
8031777;17;2;2;2;3;52.852.006.958
8031782;15;2;2;2;3;71.658.369.908
8031790;14;2;2;1;3;62.464.142.021
8031794;7;2;2;1;3;78.822.187.336
8031795;11;2;2;2;3;38.876.642.329
8031796;8;2;2;1;3;39.128.816.238
8031797;14;2;2;1;3;36.420.369.319
8031799;15;2;2;2;3;35.832.954.302
8031799;6;2;2;1;6;35.832.954.302
8031801;12;2;2;2;3;34.344.304.784
8031802;13;2;2;2;3;60.422.169.025
8031802;7;2;2;1;3;60.422.169.025
8031804;5;2;2;1;3;72.405.938.193
8031808;13;2;2;2;3;47.558.458.191
8031811;15;2;2;1;3;68.373.582.224
8031811;11;2;2;1;3;68.373.582.224
8031813;6;2;2;2;6;65.417.723.398
8031815;5;2;2;1;3;21.787.423.754
8031816;7;2;2;1;3;16.364.782.354
8031820;15;2;2;2;3;26.828.481.794
8031821;15;2;2;2;3;11.865.699.386
8031821;8;2;2;2;6;11.865.699.386
8031822;17;2;2;1;3;12.036.989.648
8031822;12;2;2;2;3;12.036.989.648
8031822;11;2;2;1;3;12.036.989.648
8031822;9;2;2;2;3;12.036.989.648
8031822;6;2;2;1;3;12.036.989.648
8031823;6;2;2;1;3;15.770.238.064
8031825;16;2;2;2;3;10.894.930.493
8031826;16;2;2;1;4;15.570.745.396
8031826;14;2;2;1;4;15.570.745.396
8031826;17;2;2;2;4;15.570.745.396
8031828;13;2;2;1;3;16.748.329.561
8031831;6;2;2;1;3;15.436.556.656
8031833;7;2;2;2;3;17.727.182.895
8031834;17;2;2;2;4;10.393.102.145
8031835;9;2;2;2;3;21.722.723.188
8031837;8;2;2;1;3;15.945.870.228
8031838;16;2;2;1;6;12.838.894.404
8031838;14;2;2;2;3;12.838.894.404
8031840;10;2;2;1;3;21.903.108.422
8031841;17;2;2;2;6;70.106.940.431
8031842;11;2;2;1;3;16.619.268.966
8031842;5;2;2;2;3;16.619.268.966
8031842;5;2;2;1;3;16.619.268.966
8031844;15;2;2;1;3;11.807.994.422
8031847;15;2;2;1;3;17.188.670.773
8031848;11;2;2;1;3;16.540.405.471
8031849;15;2;2;2;3;92.728.290.621
8031849;10;2;2;1;3;92.728.290.621
8031849;14;2;2;2;3;92.728.290.621
8031850;14;2;2;1;3;18.409.509.081
8031851;17;2;2;1;3;14.876.370.975
8031851;14;2;2;1;3;14.876.370.975
8031852;16;2;2;1;3;90.346.997.574
8031854;17;2;2;2;3;14.340.753.217
8031854;11;2;2;1;3;14.340.753.217
8031854;8;2;2;1;3;14.340.753.217
8031860;11;2;2;2;3;15.754.692.883
8031862;14;;2;2;5;95.670.251.934
8031864;17;2;2;2;3;14.346.713.222
8031870;17;2;2;1;6;17.142.156.664
8031871;6;2;2;2;3;22.973.141.141
8031873;17;2;2;2;3;63.579.241.084
8031873;16;2;2;2;3;63.579.241.084
8031874;13;2;2;2;3;12.407.602.764
8031874;5;2;2;1;3;12.407.602.764
8031876;9;2;2;1;3;19.104.168.319
8031877;12;2;2;1;3;92.946.525.159
8031880;10;2;2;1;3;18.810.837.779
8031882;16;;2;2;1;84.793.703.609
8031883;15;2;2;1;3;10.170.727.779
8031883;7;2;2;2;3;10.170.727.779
8031886;15;2;2;1;3;1.276.331.103
8031887;8;2;2;2;3;1.181.812.193
8031892;8;2;2;1;3;12.438.430.464
8031896;13;2;2;2;3;58.378.363.392
8031900;8;2;2;2;3;83.588.451.446
8031909;12;2;2;2;3;79.788.526.418
8031916;16;2;2;2;3;44.939.915.453
8031916;5;2;2;1;3;44.939.915.453
8031916;17;2;2;1;3;44.939.915.453
8031917;14;2;2;1;3;55.527.953.075
8031918;10;2;2;1;3;30.324.023.637
8031929;8;2;2;1;3;16.497.629.281
8031929;5;2;2;1;6;16.497.629.281
8031934;9;2;2;2;3;75.188.584.719
8031942;7;2;2;1;3;64.612.389.415
8031949;6;2;2;2;3;75.250.468.327
8031955;10;2;2;2;3;86.214.829.061
8031955;6;2;2;1;3;86.214.829.061
8031960;13;2;2;2;6;7.185.452.001
8031960;9;2;2;2;6;7.185.452.001
8031961;12;2;2;1;3;54.787.196.904
8031973;15;2;2;1;3;65.814.679.313
8031976;11;2;2;2;3;11.821.166.781
8031976;6;2;2;2;3;11.821.166.781
8031979;16;2;2;1;6;90.222.025.004
8031979;10;2;2;2;3;90.222.025.004
8031980;9;2;2;1;3;10.431.647.382
8031980;7;2;2;2;3;10.431.647.382
8031981;9;2;2;1;3;66.451.660.531
8031982;12;2;2;2;3;13.063.738.724
8031984;16;2;2;1;6;12.512.149.436
8031989;17;2;2;1;6;18.713.027.233
8031991;13;2;2;2;6;21.419.989.483
8031992;8;2;2;1;6;18.796.777.068
8032000;16;2;2;2;4;21.904.582.411
8032002;9;2;2;2;3;94.055.194.804
8032005;9;2;2;2;3;10.507.293.863
8032006;12;2;2;1;3;12.758.718.123
8032006;6;2;2;2;3;12.758.718.123
8032007;16;2;2;2;3;11.468.309.515
8032009;7;2;2;1;3;12.844.769.698
8032012;16;2;2;1;3;74.151.506.048
8032012;10;2;2;2;3;74.151.506.048
8032012;7;2;2;1;3;74.151.506.048
8032013;17;2;2;1;6;13.722.318.974
8032014;16;2;2;1;3;11.451.078.681
8032015;5;2;2;1;3;17.483.158.755
8032016;15;2;2;1;3;84.321.182.416
8032022;6;2;2;2;3;12.801.957.071
8032024;6;2;2;2;3;103.999.429
8032025;7;2;2;2;3;10.135.002.292
8032027;11;2;2;2;3;13.613.798.413
8032027;7;2;2;2;3;13.613.798.413
8032028;9;2;2;2;3;95.755.143.493
8032029;7;2;2;2;3;146.989.254
8032036;6;2;2;1;3;15.068.127.963
8032045;10;2;2;1;3;13.487.008.183
8032046;9;2;2;2;3;11.339.171.023
8032049;16;2;2;2;3;95.401.761.024
8032052;6;2;2;1;3;13.067.777.205
8032053;15;2;2;2;3;10.681.680.077
8032053;7;2;2;1;3;10.681.680.077
8032055;16;2;2;2;3;1.195.418.353
8032055;10;2;2;1;3;1.195.418.353
8032058;16;2;2;1;3;72.389.263.289
8032061;9;2;2;2;3;49.962.194.817
8032064;16;2;2;2;3;28.608.607.016
8032064;12;2;2;2;3;28.608.607.016
8032066;16;2;2;2;3;39.261.864.044
8032068;17;2;2;2;6;28.608.607.016
8032068;8;2;2;2;3;28.608.607.016
8032069;13;2;2;1;3;12.618.311.095
8032069;11;2;2;1;3;12.618.311.095
8032069;10;2;2;2;3;12.618.311.095
8032075;6;2;2;2;3;60.271.731.315
8032077;5;2;2;1;3;10.747.628.478
8032078;16;2;2;2;3;42.871.530.323
8032078;7;2;2;2;3;42.871.530.323
8032082;13;2;2;1;3;96.287.012.376
8032082;11;2;2;1;3;96.287.012.376
8032086;12;2;2;1;3;98.506.928.255
8032087;16;2;2;1;3;67.528.125.122
8032087;7;2;2;2;3;67.528.125.122
8032092;11;2;2;1;3;16.002.145.974
8032093;15;2;2;1;3;90.861.934.244
8032093;5;2;2;2;3;90.861.934.244
8032094;12;2;2;1;3;15.153.427.485
8032096;11;2;2;1;3;13.951.970.336
8032097;9;2;2;2;3;1.311.960.172
8032106;17;2;2;1;3;11.074.931.536
8032106;10;2;2;1;3;11.074.931.536
8032111;15;2;2;1;3;11.296.175.494
8032119;13;2;2;1;3;15.411.035.159
8032122;15;2;2;2;3;11.984.603.521
8032122;8;2;2;1;3;11.984.603.521
8032124;11;2;2;1;3;17.285.649.827
8032124;9;2;2;2;3;17.285.649.827
8032128;6;2;2;1;3;98.506.928.255
8032129;10;2;2;2;3;15.170.319.509
8032130;9;2;2;2;3;10.113.853.372
8032130;5;2;2;2;3;10.113.853.372
8032130;10;2;2;2;3;10.113.853.372
8032131;13;2;2;2;3;1.123.606.878
8032140;17;2;2;1;3;83.076.779.275
8032140;16;2;2;1;3;83.076.779.275
8032147;16;2;2;2;3;12.214.979.448
8032150;13;2;2;2;3;16.562.913.164
8032150;9;2;2;2;3;16.562.913.164
8032151;7;2;2;1;3;18.091.082.203
8032151;17;2;2;1;3;18.091.082.203
8032152;14;2;2;2;3;37.311.972.029
8032153;6;2;2;1;3;2.203.216.693
8032154;8;2;2;2;3;35.805.797.737
8032155;17;2;2;1;6;11.400.880.342
8032155;16;2;2;1;3;11.400.880.342
8032157;15;2;2;1;3;11.193.591.609
8032159;16;2;2;1;3;11.193.591.609
8032160;17;2;2;2;3;16.307.448.354
8032162;7;2;2;1;3;14.082.573.874
8032166;13;2;2;2;3;35.423.019.316
8032167;11;2;2;1;3;10.262.605.062
8032169;8;2;2;1;3;51.032.922.959
8032174;9;2;2;2;3;66.682.616.818
8032175;13;2;2;1;3;64.401.612.954
8032175;6;2;2;1;3;64.401.612.954
8032176;11;2;2;2;3;79.532.778.596
8032176;5;2;2;1;3;79.532.778.596
8032180;9;2;2;2;3;52.731.163.936
8032180;6;2;2;1;3;52.731.163.936
8032184;13;2;2;2;3;17.623.209.824
8032189;16;2;2;2;3;1.970.106.164
8032189;9;2;2;1;3;1.970.106.164
8032190;16;2;2;1;3;18.483.660.939
8032192;7;2;2;2;3;16.762.758.708
8032194;15;2;2;1;3;16.070.984.828
8032197;11;2;2;2;3;23.665.962.746
8032197;8;2;2;1;3;23.665.962.746
8032199;10;2;2;2;3;14.872.521.852
8032207;9;2;2;1;3;37.166.567.688
8032220;7;2;2;2;3;24.231.913.508
8032221;14;2;2;1;3;33.170.606.626
8032222;7;2;2;1;3;32.508.988.146
8032224;16;2;2;2;3;16.421.380.172
8032226;5;2;2;1;3;35.397.745.022
8032227;16;2;2;1;3;18.460.598.663
8032228;17;2;2;1;3;2.206.589.351
8032230;12;2;2;1;3;38.715.174.675
8032230;11;2;2;1;3;38.715.174.675
8032231;7;2;2;2;3;24.642.604.359
8032234;8;2;2;2;3;28.227.025.112
8032235;16;;2;1;3;62.270.040.343
8032236;16;2;2;2;4;60.052.750.747
8032236;5;2;2;2;3;60.052.750.747
8032237;8;2;2;1;3;33.334.853.442
8032238;8;2;2;1;3;64.611.495.257
8032240;10;2;2;2;3;49.670.464.323
8032241;15;2;2;2;3;10.220.570.949
8032243;13;2;2;2;3;79.259.453.408
8032243;10;2;2;1;3;79.259.453.408
8032246;13;2;2;1;3;2.500.996.106
8032247;16;2;2;2;3;11.156.334.007
8032247;13;2;2;2;3;11.156.334.007
8032248;11;2;2;2;3;11.156.334.007
8032248;6;2;2;1;3;11.156.334.007
8032249;12;2;2;2;3;20.838.201.183
8032249;6;2;2;2;3;20.838.201.183
8032251;7;2;2;1;6;11.156.334.007
8032263;9;2;2;2;3;20.767.651.619
8032264;13;2;2;2;3;16.759.551.618
8032264;11;2;2;1;3;16.759.551.618
8032265;10;2;2;2;3;17.364.517.215
8032266;16;2;2;2;4;95.173.495.803
8032269;13;2;2;1;3;10.497.602.992
8032269;9;2;2;1;3;10.497.602.992
8032269;7;2;2;1;3;10.497.602.992
8032280;17;2;2;1;6;11.953.018.878
8032282;7;2;2;2;3;50.166.205.783
8032285;6;2;2;2;3;71.647.610.326
8032286;16;2;2;1;3;82.886.276.616
8032288;8;2;2;1;3;16.233.719.607
8032290;15;2;2;2;3;72.154.853.443
8032294;16;2;2;1;3;8.531.491.012
8032295;17;2;2;1;3;79.492.375.581
8032295;12;2;2;2;3;79.492.375.581
8032295;5;2;2;2;3;79.492.375.581
8032298;13;2;2;2;3;75.592.779.323
8032299;17;2;2;1;3;58.777.718.095
8032300;5;2;2;1;3;84.448.590.318
8032302;9;2;2;2;3;82.306.937.589
8032303;11;2;2;2;3;47.316.874.148
8032303;9;2;2;1;3;47.316.874.148
8032305;14;2;2;2;3;35.667.249.446
8032306;8;2;2;1;3;38.004.200.179
8032307;14;2;2;1;3;46.975.629.895
8032307;12;2;2;1;3;46.975.629.895
8032307;17;2;2;1;6;46.975.629.895
8032309;14;2;2;2;3;4.958.728.392
8032309;7;2;2;1;3;4.958.728.392
8032311;7;2;2;1;3;54.500.072.431
8032314;17;2;2;2;3;36.281.439.599
8032316;17;2;2;1;3;44.977.338.656
8032316;13;2;2;1;3;44.977.338.656
8032320;13;2;2;1;3;22.954.154.439
8032324;14;2;2;1;3;22.983.753.256
8032329;17;2;2;1;3;23.953.245.783
8032329;13;2;2;1;3;23.953.245.783
8032329;8;2;2;2;3;23.953.245.783
8032333;10;2;2;1;3;20.585.536.873
8032333;9;2;2;2;3;20.585.536.873
8032333;6;2;2;1;3;20.585.536.873
8032333;12;2;2;2;3;20.585.536.873
8032337;16;2;2;1;3;26.348.570.362
8032337;13;2;2;2;3;26.348.570.362
8032337;10;2;2;1;3;26.348.570.362
8032340;12;2;2;2;3;22.745.973.758
8032345;7;2;2;1;3;23.719.829.896
8032347;5;2;2;2;3;13.319.873.807
8032349;5;2;2;1;3;21.290.090.319
8032352;14;2;2;1;3;13.904.933.932
8032352;11;2;2;1;3;13.904.933.932
8032355;6;2;2;1;3;35.150.003.063
8032357;5;2;2;2;3;35.762.301.762
8032359;10;2;2;2;3;35.969.131.178
8032359;9;2;2;1;3;35.969.131.178
8032360;15;2;2;1;3;40.362.063.697
8032361;13;2;2;1;3;32.860.993.877
8032361;8;2;2;1;3;32.860.993.877
8032365;13;2;2;1;3;25.215.419.433
8032365;9;2;2;2;3;25.215.419.433
8032365;6;2;2;2;3;25.215.419.433
8032365;9;2;2;1;3;25.215.419.433
8032372;16;2;2;2;4;39.337.170.212
8032376;10;2;2;1;3;3.682.671.355
8032376;5;2;2;2;3;3.682.671.355
8032383;5;2;2;1;3;56.718.611.731
8032385;12;2;2;1;3;58.419.045.833
8032385;10;2;2;2;3;58.419.045.833
8032386;17;2;2;2;3;53.846.344.748
8032387;6;2;2;1;3;51.769.212.167
8032390;14;2;2;1;3;47.736.101.912
8032390;12;2;2;1;3;47.736.101.912
8032390;5;2;2;1;6;47.736.101.912
8032391;16;2;2;2;3;46.854.480.451
8032391;10;2;2;1;3;46.854.480.451
8032391;8;2;2;2;3;46.854.480.451
8032391;6;2;2;1;3;46.854.480.451
8032395;15;2;2;2;3;91.328.283.743
8032395;13;2;2;2;3;91.328.283.743
8032395;11;2;2;1;3;91.328.283.743
8032395;9;2;2;2;3;91.328.283.743
8032398;5;2;2;2;3;41.191.345.905
8032404;9;2;2;1;3;29.509.759.776
8032409;6;2;2;2;3;32.955.597.816
8032409;15;2;2;2;3;32.955.597.816
8032410;17;2;2;2;3;48.642.899.252
8032413;9;2;2;1;3;31.718.281.692
8032415;13;2;2;1;3;37.891.125.338
8032415;11;2;2;2;3;37.891.125.338
8032415;6;2;2;1;3;37.891.125.338
8032421;10;2;2;1;3;16.737.100.943
8032423;13;2;2;1;3;24.954.632.954
8032426;12;2;2;2;3;54.249.966.053
8032426;7;2;2;2;3;54.249.966.053
8032429;5;2;2;2;3;51.820.375.059
8032430;9;2;2;2;4;46.284.889.196
8032433;16;2;2;1;3;13.109.838.218
8032434;12;2;2;2;3;14.852.122.009
8032437;6;2;2;2;3;16.312.640.834
8032438;8;2;2;2;3;60.636.815.711
8032442;7;2;2;2;3;11.635.569.487
8032442;6;2;2;2;3;11.635.569.487
8032444;8;2;2;1;3;10.212.779.524
8032445;7;2;2;1;3;10.212.779.524
8032447;11;2;2;2;3;1.125.498.017
8032447;9;2;2;1;3;1.125.498.017
8032447;7;2;2;2;3;1.125.498.017
8032452;15;2;2;2;3;13.232.598.723
8032456;5;2;2;1;3;15.217.138.627
8032458;16;2;2;1;3;13.195.222.135
8032459;15;2;2;1;3;17.194.027.108
8032459;12;2;2;2;3;17.194.027.108
8032461;12;2;2;2;3;14.440.189.236
8032461;6;2;2;2;3;14.440.189.236
8032462;15;2;2;1;3;10.661.698.715
8032466;11;2;2;2;3;11.243.305.677
8032466;7;2;2;1;3;11.243.305.677
8032468;12;2;2;1;3;70.168.903.351
8032468;7;2;2;1;3;70.168.903.351
8032474;17;2;2;1;3;73.671.400.811
8032477;17;2;2;2;3;34.072.584.718
8032477;6;2;2;1;3;34.072.584.718
8032478;13;2;2;2;3;25.691.155.418
8032479;11;2;2;2;3;16.044.250.654
8032480;6;2;2;1;3;31.356.193.915
8032482;13;2;2;2;3;29.353.799.211
8032485;15;2;2;2;3;31.186.008.895
8032485;11;2;2;1;3;31.186.008.895
8032486;14;2;2;1;3;26.055.366.243
8032486;9;2;2;1;3;26.055.366.243
8032489;14;2;2;2;3;29.353.799.211
8032491;10;2;2;1;3;31.804.145.125
8032491;9;2;2;2;3;31.804.145.125
8032491;6;2;2;1;3;31.804.145.125
8032492;6;1;2;2;3;3.202.226.008
8032493;5;2;2;2;3;35.081.481.135
8032493;16;2;2;1;3;35.081.481.135
8032495;11;2;2;1;3;19.964.544.991
8032498;8;2;2;1;3;21.338.162.881
8032500;15;2;2;2;3;30.347.104.069
8032501;15;2;2;1;6;28.494.868.923
8032506;12;2;2;1;3;22.274.922.463
8032506;8;2;2;2;3;22.274.922.463
8032507;16;2;2;1;3;32.654.896.328
8032508;16;2;2;1;6;33.557.900.744
8032508;15;;2;2;5;33.557.900.744
8032508;11;2;2;1;3;33.557.900.744
8032510;10;2;2;1;3;29.873.786.278
8032510;8;2;2;1;3;29.873.786.278
8032511;14;2;2;1;3;25.327.772.293
8032511;11;2;2;2;3;25.327.772.293
8032511;7;2;2;1;3;25.327.772.293
8032513;7;2;2;1;3;23.884.982.907
8032514;5;2;2;2;3;2.668.527.201
8032518;7;2;2;2;3;11.828.392.142
8032520;14;2;2;2;3;15.553.706.064
8032521;6;2;2;1;3;28.220.090.587
8032528;17;2;2;2;3;20.198.473.021
8032528;15;2;2;2;3;20.198.473.021
8032528;13;2;2;1;3;20.198.473.021
8032530;16;2;2;1;3;20.069.117.489
8032530;9;2;2;2;3;20.069.117.489
8032532;15;2;2;2;3;47.286.004.042
8032533;15;2;2;1;4;50.169.670.423
8032534;6;2;2;2;3;42.031.741.921
8032535;11;2;2;1;3;18.030.314.067
8032537;6;2;2;1;3;40.026.761.656
8032540;17;2;2;1;3;36.336.164.664
8032540;16;2;2;1;3;36.336.164.664
8032542;15;2;2;1;3;28.537.691.625
8032543;9;2;2;1;3;1.930.732.535
8032545;10;2;2;2;3;26.866.979.195
8032546;16;2;2;2;3;27.016.849.438
8032548;16;2;2;1;3;17.479.186.294
8032549;11;2;2;2;3;28.574.264.607
8032551;17;2;2;1;3;19.186.471.705
8032552;9;2;2;1;3;24.262.156.082
8032553;16;2;2;1;3;2.682.908.776
8032553;14;2;2;2;3;2.682.908.776
8032557;15;2;2;2;3;25.829.158.361
8032557;11;2;2;1;3;25.829.158.361
8032563;7;2;2;1;3;2.512.614.044
8032564;11;2;2;1;3;27.346.813.437
8032564;5;2;2;1;3;27.346.813.437
8032567;17;2;2;1;3;57.727.831.559
8032567;15;2;2;2;3;57.727.831.559
8032567;13;2;2;1;3;57.727.831.559
8032568;15;2;2;1;3;10.554.207.606
8032570;10;2;2;2;3;36.145.959.106
8032571;6;2;2;2;3;7.160.754.521
8032571;5;2;2;2;3;7.160.754.521
8032575;9;;2;1;5;62.851.420.574
8032575;7;2;2;1;3;62.851.420.574
8032576;16;2;2;2;3;17.870.612.399
8032576;9;2;2;1;3;17.870.612.399
8032576;11;2;2;1;3;17.870.612.399
8032580;16;2;2;2;4;23.761.097.004
8032580;9;2;2;1;3;23.761.097.004
8032580;6;2;2;1;3;23.761.097.004
8032583;13;2;2;2;3;44.593.178.533
8032583;10;2;2;2;3;44.593.178.533
8032588;9;2;2;2;3;2.323.444.881
8032590;17;2;2;1;3;30.551.555.789
8032592;12;2;2;1;3;2.244.639.761
8032593;14;2;2;1;3;27.965.284.628
8032595;15;2;2;1;3;30.730.028.004
8032596;16;2;2;2;3;28.180.821.809
8032596;15;2;2;2;3;28.180.821.809
8032596;9;2;2;2;3;28.180.821.809
8032598;13;2;2;2;3;15.135.545.677
8032600;12;2;2;1;3;34.145.349.713
8032610;12;2;2;2;3;21.419.827.618
8032610;8;2;2;1;3;21.419.827.618
8032611;5;2;2;1;6;37.939.277.459
8032612;13;2;2;1;3;27.373.219.346
8032617;6;2;2;2;3;23.947.157.093
8032619;16;2;2;1;3;26.461.587.388
8032623;16;2;2;2;3;24.763.572.704
8032623;6;2;2;2;3;24.763.572.704
8032624;13;2;2;2;3;20.216.517.464
8032626;9;2;2;1;3;1.756.747.036
8032627;9;2;2;1;3;34.145.349.713
8032628;16;;2;1;1;21.052.759.593
8032629;13;2;2;2;3;32.707.412.437
8032630;15;2;2;2;3;26.096.063.574
8032630;7;1;2;1;3;26.096.063.574
8032630;5;2;2;2;3;26.096.063.574
8032632;16;;2;1;1;46.779.654.933
8032632;12;2;2;2;4;46.779.654.933
8032634;15;2;2;2;3;43.468.169.791
8032635;15;2;2;1;3;21.196.585.793
8032635;9;2;2;2;3;21.196.585.793
8032637;10;2;2;2;3;12.177.303.346
8032637;5;2;2;1;3;12.177.303.346
