DIRECTORIO;P6040;P404;P3503;P3271;P400;FEX_C
8055811;8;2.0;2;1;3;37692304597
8030071;5;2.0;2;1;3;39762802991
8077483;8;2.0;2;2;3;49963490555
8076626;8;2.0;2;1;3;59529096963
7987570;8;2.0;2;2;3;70069133535
8047585;17;2.0;2;2;4;85881881484
7996367;5;2.0;2;1;3;79652399314
8019197;12;2.0;2;2;3;75664246805
8021827;6;2.0;2;1;3;13314209671
8078445;17;2.0;2;2;4;10001240408
8017758;5;2.0;2;2;3;36315373524
8010270;13;2.0;2;2;3;57508292795
8003968;10;2.0;2;1;3;40194518638
7999201;6;2.0;2;2;3;510353939
8030543;10;2.0;2;1;3;10621086019
7986566;12;2.0;2;2;3;95076076102
8028373;13;2.0;2;1;3;19905648444
8002118;8;2.0;2;1;3;42242871977
8044165;12;2.0;2;1;3;15934510581
8032068;8;2.0;2;2;3;28608607016
8008159;8;2.0;2;1;3;87730920607
8034860;13;2.0;2;1;3;62823524842
8037173;9;2.0;2;1;3;35711483656
8001755;7;2.0;2;1;3;51197816421
8078461;8;2.0;2;1;6;39379884108
7990761;10;2.0;2;2;3;12365951304
8012541;5;2.0;2;1;3;18136188359
8032852;6;2.0;2;1;6;12194127345
8035618;6;2.0;2;2;3;24197900983
7999208;14;2.0;2;1;3;31085986724
8036084;8;2.0;2;2;3;10038378603
8025430;14;2.0;2;1;3;36532970193
8077088;9;2.0;2;1;3;46629214128
8032728;5;2.0;2;1;3;6040595879
8010473;10;2.0;2;1;3;70795243334
8007498;6;2.0;2;1;3;51077359401
7999138;8;2.0;2;1;3;3662598008
8054796;15;2.0;2;1;3;93433863669
8076689;8;2.0;2;2;3;183092793
8029498;14;2.0;2;1;3;21126850811
8082658;11;2.0;2;2;3;95839432753
8053198;7;2.0;2;2;3;15126511756
7984617;9;2.0;2;1;3;42129019249
7993955;13;2.0;2;2;3;15056388436
8001639;6;2.0;2;1;3;24691614063
8006385;7;2.0;2;1;3;22683064831
8045538;12;2.0;2;2;3;13255815934
7991921;8;2.0;2;2;3;78030602379
8009680;17;2.0;2;2;3;7782045081
8042220;7;2.0;2;1;3;24721693557
8014325;16;2.0;2;1;3;92587965006
7997911;6;2.0;2;1;3;42306339661
8082537;16;2.0;2;2;4;30267087674
7981630;15;2.0;2;2;3;26896724801
8024665;8;2.0;2;2;3;71987546788
8017499;7;2.0;2;2;3;71289917363
8054524;5;2.0;2;1;4;75439786515
8085895;7;2.0;2;1;3;6524643061
8039163;6;2.0;2;2;3;16049739293
8026068;8;2.0;2;1;3;20837201544
8046044;9;;2;1;5;81412013544
8080269;6;2.0;2;1;3;16035349541
7999345;10;2.0;2;1;3;43648956763
8079639;10;2.0;2;2;3;26968146243
8030478;13;2.0;2;2;3;52491307121
8083123;13;2.0;2;1;3;69558915734
8027405;7;2.0;2;1;3;34036166739
8051795;6;2.0;2;1;3;12339327044
8076457;16;2.0;2;2;3;36941555658
8025512;9;2.0;2;2;3;29287200259
8001430;11;2.0;2;1;3;15190398696
7984040;13;2.0;2;1;3;18231466914
8012949;17;2.0;2;2;3;85322220954
8005341;8;2.0;2;1;3;41444573707
8023866;10;2.0;2;1;3;23424482084
7990810;10;2.0;2;1;3;18503252566
8030390;10;2.0;2;2;3;28814295471
8021012;5;2.0;2;2;6;49346536601
8008585;14;2.0;2;2;3;43173907611
8054294;9;2.0;2;1;3;43900620716
8079193;8;2.0;2;2;3;50184329464
8000980;17;2.0;2;2;3;13240059149
8052573;16;2.0;2;2;4;6417114696
7992110;12;2.0;2;1;3;2839042799
7990891;5;2.0;2;2;3;50680298104
7992556;6;2.0;2;1;3;22663357229
8009639;15;2.0;2;2;3;89040379222
8038202;16;2.0;2;1;3;77577058493
8025024;17;2.0;2;1;3;10242054099
8012968;7;2.0;2;1;3;23402174554
8016081;7;2.0;2;2;3;70661761575
8076010;12;2.0;2;1;3;42671096178
7995585;17;2.0;2;2;4;58568265898
8001818;12;2.0;2;2;3;24134240024
8034112;7;2.0;2;1;3;32131663816
8005568;12;2.0;2;2;3;30051717563
8027725;15;2.0;2;2;3;31475018641
8026941;9;2.0;2;2;3;14987152539
8028635;16;2.0;2;1;3;54026299561
8006894;10;2.0;2;2;3;15187965541
8011005;13;2.0;2;1;3;13340255805
8076133;12;2.0;2;2;4;55757046289
8010115;9;2.0;2;2;3;14615384824
8056069;12;2.0;2;2;6;41927519131
7997117;14;2.0;2;2;3;55681549374
7984074;9;2.0;2;1;3;97892211967
8080412;16;2.0;2;2;3;31223337924
7989399;7;2.0;2;2;3;68914095552
8076047;8;2.0;2;2;3;37264636891
8047170;14;2.0;2;2;3;23844814376
8076286;10;2.0;2;1;3;40297632907
8002705;7;2.0;2;1;3;33447844722
7988839;16;2.0;2;1;3;69638574743
8046537;17;2.0;2;1;3;46732727485
8004796;13;2.0;2;2;3;61128675082
8014839;9;2.0;2;2;3;24119420893
8030852;13;2.0;2;1;3;77895467167
8021847;6;2.0;2;2;3;58937411593
8018896;5;2.0;2;2;3;15376306199
8017996;16;2.0;2;2;3;34721682822
8005669;14;2.0;2;1;3;39177808123
8035935;17;2.0;2;1;6;34993539258
8016465;5;2.0;2;1;3;19159858824
8012440;7;2.0;2;1;3;25138008321
7983610;12;2.0;2;2;3;76686404084
7992554;6;2.0;2;1;3;29932080166
8000398;14;2.0;2;2;6;55203401958
8047716;5;2.0;2;2;6;823242655
8086118;15;2.0;2;1;3;77961277181
7991962;11;2.0;2;1;3;13449417136
8056139;12;2.0;2;1;3;71466596278
8082444;15;2.0;2;1;6;77101268676
8040946;12;2.0;2;2;3;17986807171
8034201;11;2.0;2;2;3;12278730512
8024567;13;2.0;2;1;3;76776357397
7999482;14;2.0;2;2;3;20698810279
7999729;17;2.0;2;2;3;29788025897
8039115;17;2.0;2;1;3;21485642375
8040057;14;2.0;2;1;3;95252728612
7986792;11;2.0;2;1;3;47091331406
8024211;16;2.0;2;2;3;35652583777
8086736;5;2.0;2;1;3;16542841449
8014161;5;2.0;2;2;3;92105686264
8078495;7;2.0;2;1;6;76748072331
8047443;14;2.0;2;2;3;10751983976
8019501;14;2.0;2;2;3;87602368292
7991809;17;2.0;2;1;3;12006994049
8003305;9;2.0;2;1;3;58806282352
8004943;17;2.0;2;1;6;931125167
8050559;5;2.0;2;2;6;22249638417
8080096;13;2.0;2;1;3;13583994107
7982671;9;2.0;2;2;3;81765319557
8017088;6;2.0;2;2;3;21152802645
8040184;10;2.0;2;2;3;11217587685
8012300;15;2.0;2;1;3;33434767304
8054146;8;2.0;2;2;6;38763685776
8029706;9;2.0;2;1;3;18861897152
8079230;5;2.0;2;2;3;98778798979
8034739;10;2.0;2;1;3;1827230371
8033251;11;2.0;2;2;3;12916075152
8002361;13;2.0;2;1;3;20836345941
7999772;7;2.0;2;1;3;28549047027
8041398;14;2.0;2;2;3;15556486108
8013566;5;2.0;2;2;6;1620356555
8041424;16;2.0;2;2;3;14407484507
8050487;5;2.0;2;1;3;1505262587
7991035;13;2.0;2;2;3;14270096007
8007984;17;2.0;2;2;4;1049026472
8029116;8;2.0;2;1;3;46994924645
8084429;14;2.0;2;2;3;27477615881
7994223;7;2.0;2;2;3;60767493139
8085054;14;2.0;2;2;4;17653767811
8034502;7;2.0;2;2;3;1205525665
8007857;11;2.0;2;2;3;13742197638
8051834;11;2.0;2;1;6;5060603826
8085034;13;2.0;2;2;4;67647779648
8027294;13;2.0;2;2;3;29985617609
8002632;13;2.0;2;2;3;23303395602
8001775;13;2.0;2;1;3;17646820862
8033004;16;2.0;2;1;3;10954888216
8011560;10;2.0;2;2;3;90562811296
8024523;13;2.0;2;2;3;7077933503
8077110;16;;2;2;1;22557271587
7998307;12;2.0;2;1;3;18845275953
7987186;16;2.0;2;2;3;97341113485
8022563;14;2.0;2;2;3;50826124288
8012822;12;2.0;2;1;3;50926386462
7994475;16;2.0;2;2;3;50315358407
8045339;16;2.0;2;2;6;75296515446
8075963;13;2.0;2;2;6;68877929624
8046833;7;2.0;2;2;3;13940427446
8004091;13;2.0;2;1;3;39325043214
8000866;5;2.0;2;1;3;95139233912
8009078;11;2.0;2;1;3;39129170689
8039516;6;2.0;2;1;3;51816400736
8014395;11;2.0;2;1;3;17982539545
8075645;6;2.0;2;2;3;37792082671
8005384;7;2.0;2;2;3;7022541272
8020453;7;;2;1;5;82472067959
7992846;16;2.0;2;2;3;30429419542
8036316;5;2.0;2;2;3;57685359116
8044860;16;2.0;2;2;6;90928226885
8080237;16;2.0;2;2;3;15447057878
8053948;17;2.0;2;1;6;39230117311
7985842;9;2.0;2;2;3;19390684322
8009963;17;1.0;2;1;4;21475071734
8013333;11;2.0;2;2;3;78129219437
8009521;9;2.0;2;1;3;12941520799
8044968;15;2.0;2;2;6;40206010524
7986817;11;2.0;2;1;3;31456176469
8032880;15;;2;1;4;11583999016
8025468;17;;2;1;1;29599440389
7986794;5;2.0;2;2;3;133854212
8055171;12;2.0;2;2;3;98048884578
8024242;12;2.0;2;2;3;49587245761
8044596;16;2.0;2;1;3;61501945095
7999324;11;2.0;2;1;3;93876984831
8005998;11;2.0;2;1;3;59412908143
7990181;6;2.0;2;2;3;6637377894
8013006;16;2.0;2;2;3;64211402273
8077349;15;2.0;2;2;3;12273223534
8049578;14;2.0;2;1;6;17427997553
8021316;13;2.0;2;1;3;50785482372
8022044;12;2.0;2;1;3;48744222521
8004794;10;2.0;2;1;3;11782199761
8021145;8;2.0;2;1;3;56059128582
8000280;15;2.0;2;2;3;68418072501
7992549;17;2.0;2;1;3;22318122032
8019730;17;2.0;2;2;3;75520240565
8036993;12;2.0;2;1;3;40766716503
8000586;17;2.0;2;1;3;32510415984
8025343;10;;2;2;3;88251806876
8082581;5;2.0;2;2;6;23221211942
8054314;15;2.0;2;2;3;10798032452
8030346;6;2.0;2;2;3;48380672943
7986825;15;2.0;2;2;3;5139742919
7997815;5;2.0;2;1;6;35438314311
8056101;13;2.0;2;1;3;82789345381
8078056;17;2.0;2;1;6;58850595773
7991020;5;2.0;2;2;6;12797449419
7988843;16;2.0;2;1;3;11275265615
8039714;9;2.0;2;2;3;26012524774
8034443;10;2.0;2;1;3;26172509926
8078014;7;2.0;2;1;3;47641070098
8082862;6;2.0;2;2;6;72240755922
8048292;17;2.0;2;1;3;15350460794
8049846;12;2.0;2;2;3;64357691264
8036968;5;2.0;2;2;3;28577217992
8052249;8;2.0;2;2;3;49286640385
7992634;8;2.0;2;2;3;83802468979
8043141;8;2.0;2;1;3;62528951878
8023940;17;2.0;2;2;3;10688914256
8023764;15;2.0;2;2;3;10117753723
7985937;10;2.0;2;2;3;85849475659
8029784;10;2.0;2;1;3;82326175956
8015875;6;2.0;2;1;3;15017529542
8016989;8;2.0;2;1;3;71577540553
7995260;17;2.0;2;1;3;75401524184
8077680;11;2.0;2;1;6;13194627369
8055033;8;2.0;2;2;3;15379833543
8027665;7;2.0;2;1;3;14526230227
7994827;16;2.0;2;2;4;35112506831
8078349;10;2.0;2;1;3;1222154295
8002440;11;2.0;2;2;3;85662575841
7990571;16;2.0;2;2;3;41737980455
8005750;17;2.0;2;1;4;36560306389
8053354;14;2.0;2;1;3;2513689524
8019985;11;2.0;2;2;3;10172901723
8033241;13;2.0;2;2;3;29905769985
8020151;12;2.0;2;2;3;49039584684
8076932;17;2.0;2;2;3;47729839872
7997770;5;2.0;2;1;3;18783519345
8010586;13;2.0;2;2;3;8408317329
8054414;17;2.0;2;2;6;13549341143
8042997;12;2.0;2;1;6;684022906
8027313;8;2.0;2;1;3;26282804617
8003193;9;2.0;2;2;3;40224991807
8040566;12;2.0;2;2;6;27286115797
8007695;12;2.0;2;2;3;30454152565
8035551;5;2.0;2;1;6;4179345913
8021471;6;2.0;2;1;3;58379391452
8015777;14;2.0;2;1;3;11995868008
7994593;14;2.0;2;1;3;54706272569
8026933;15;2.0;2;1;3;13959515812
7995988;12;2.0;2;1;3;11293571304
8044887;11;2.0;2;1;3;94626604462
8024633;14;2.0;2;1;3;46565391207
7992891;15;2.0;2;2;3;99665585894
8019221;5;2.0;2;2;3;54025957534
8011771;11;2.0;2;1;3;13974747727
7995884;9;2.0;2;2;3;7487041418
8055044;5;2.0;2;1;3;74190259932
8040990;17;2.0;2;1;4;76226835307
8038634;12;2.0;2;2;3;351772417
8054919;16;2.0;2;1;3;70279035501
8003620;13;2.0;2;1;3;3955409126
8047170;13;2.0;2;2;3;23844814376
8052850;15;;2;1;1;50309550372
8008704;8;2.0;2;1;3;16343092789
8002404;8;2.0;2;1;3;59357433397
8048881;17;2.0;2;1;3;9957210193
7990275;12;2.0;2;1;3;44988115738
7983893;11;;2;1;5;57326360757
8038826;6;2.0;2;1;3;84470174771
8031896;13;2.0;2;2;3;58378363392
8001313;12;2.0;2;1;3;82845856025
7992175;15;2.0;2;2;3;29683359071
8046469;6;2.0;2;2;3;19958833903
8003633;12;2.0;2;1;3;39890679617
8037149;9;2.0;2;2;3;13333304164
8016146;9;2.0;2;2;3;19101076732
8037838;15;2.0;2;1;3;52656307255
8030506;8;2.0;2;1;3;52021418984
7983973;15;2.0;2;2;3;89213219253
8082835;11;2.0;2;2;3;12323327819
8041107;10;2.0;2;2;6;1053722732
8077347;9;2.0;2;1;3;32788540677
8003952;13;2.0;2;1;3;25032200993
7999886;9;2.0;2;1;3;47317417337
8040175;7;2.0;2;1;3;46249105755
8056229;8;2.0;2;2;3;44086683195
8052070;10;2.0;2;2;3;19182052565
7994178;7;2.0;2;1;3;13064964167
8020002;6;2.0;2;2;6;28790469198
8040234;11;2.0;2;1;3;42389048595
8026286;14;2.0;2;1;3;16395312823
7997115;8;2.0;2;1;3;5512014872
8042698;12;2.0;2;2;6;34309715131
8034976;16;2.0;2;1;3;72818903264
7982152;10;2.0;2;2;3;80713918503
8041971;15;2.0;2;1;3;31910912699
8086645;9;2.0;2;2;3;75831046146
8020036;6;2.0;2;1;3;53079311891
8045471;16;2.0;2;2;3;12574532805
8079777;7;2.0;2;1;6;67528104442
7982691;17;1.0;2;2;4;6195210389
8024385;9;2.0;2;1;3;25072814123
7988116;15;2.0;2;2;3;48928857349
8017789;8;2.0;2;2;3;48420498032
8007098;9;2.0;2;1;3;15035815982
8054519;5;2.0;2;1;4;5937886784
8085731;10;2.0;2;1;6;39730953007
7990395;12;;2;1;5;5693183386
7983095;16;2.0;2;1;3;48164365309
8049614;17;;2;1;1;41443417611
8049295;11;2.0;2;2;3;41439302214
7985837;10;2.0;2;1;3;33303144204
7985972;12;2.0;2;2;3;33747429896
8043059;6;2.0;2;2;3;11566247805
8076045;7;2.0;2;2;3;27367191777
8049242;6;2.0;2;2;3;79678120282
8050881;7;2.0;2;1;6;10764513933
8003437;12;2.0;2;2;3;44718409323
8019706;5;2.0;2;1;3;33434767304
8081630;16;2.0;2;2;3;24388950232
7994393;10;2.0;2;1;3;59804510854
7988144;17;2.0;2;2;3;29609409115
8046254;5;2.0;2;2;3;82335779811
7997667;13;2.0;2;2;3;27757010671
7991853;8;2.0;2;2;3;35712250113
8081757;12;2.0;2;2;3;15026555261
8086699;10;2.0;2;2;3;16090509558
7987820;16;2.0;2;2;3;74168948601
8018350;6;2.0;2;2;3;37542862247
8082148;14;2.0;2;2;3;14693095865
8043070;6;2.0;2;2;3;29346520791
7985150;17;2.0;2;1;3;10044932999
8048826;15;2.0;2;2;3;80665054813
8041104;14;2.0;2;1;6;12181786343
8082909;8;2.0;2;1;3;96800042095
8054833;14;2.0;2;2;3;81053123801
8041127;9;2.0;2;2;6;13692016506
8008633;6;2.0;2;1;3;10933675558
8026736;6;2.0;2;2;3;15979949392
8000729;7;2.0;2;2;3;3667978159
7987951;14;2.0;2;2;3;13136005118
7987664;8;2.0;2;1;3;17202485572
7989640;5;2.0;2;1;3;59743782269
7997041;12;2.0;2;1;3;39201462786
8019182;17;2.0;2;2;3;6704396153
8056249;15;2.0;2;2;3;56044724041
8039932;13;2.0;2;2;3;4802087836
8011000;15;2.0;2;1;3;72600922241
7992981;8;2.0;2;1;3;16839826721
8056396;17;2.0;2;2;6;27149023415
8025393;6;2.0;2;2;3;68351205622
8033901;12;2.0;2;2;3;41368250808
8031138;5;2.0;2;1;3;26002521407
8050344;8;2.0;2;1;3;25212684733
8032813;9;2.0;2;1;3;98962648853
8079229;14;;2;2;3;82230100285
8034084;12;2.0;2;1;3;14842270435
8017743;13;2.0;2;1;3;47996430298
8002074;6;2.0;2;2;3;15011894569
7998187;13;2.0;2;1;3;4262123165
8022296;15;2.0;2;1;3;10833622365
8002909;16;2.0;2;1;3;15112371046
7997074;10;2.0;2;1;3;28959957749
7984419;11;2.0;2;1;3;11497597145
8038253;14;2.0;2;1;3;512216709
8006199;7;2.0;2;2;3;39785346243
8035136;8;2.0;2;1;3;24346123864
8041423;12;2.0;2;1;3;13994079749
7982461;15;2.0;2;2;3;3136891145
8023508;6;2.0;2;2;3;86217180867
8078327;9;2.0;2;1;3;16175994075
8011184;9;2.0;2;1;3;81785303638
8035519;5;2.0;2;1;3;16025893261
7981908;15;2.0;2;1;3;26368354838
7982297;17;2.0;2;1;3;22192603969
8024441;12;2.0;2;2;3;47662101361
8054173;13;2.0;2;2;3;39194393396
8045169;12;2.0;2;2;6;15356459034
8049705;15;2.0;2;1;3;72067363519
7983138;12;2.0;2;2;3;9052783316
8082022;9;2.0;2;2;3;30983483755
8000652;8;2.0;2;1;3;44240945018
8001898;17;2.0;2;1;3;60356543418
8034039;10;2.0;2;1;3;95023947601
8024492;7;2.0;2;2;3;2327768985
8023591;17;2.0;2;2;3;33745190001
8005343;14;2.0;2;2;3;59829477912
7989437;10;2.0;2;2;3;6493834628
8039789;13;2.0;2;2;3;32864733375
8028274;7;2.0;2;1;3;10779883215
7985534;9;2.0;2;1;3;59057504028
8023323;15;;2;1;1;11060820856
8042428;7;2.0;2;2;3;51822516863
7981810;15;2.0;2;2;3;15957076056
7989472;12;2.0;2;2;3;65126359999
8079645;14;2.0;2;2;3;61974488837
7993217;15;2.0;2;1;3;55580602104
8041342;5;2.0;2;2;6;73444872381
8030676;13;2.0;2;2;3;77719859572
7992049;10;2.0;2;2;3;17682791833
7988479;13;2.0;2;2;3;28400714567
8006181;16;2.0;2;1;3;27812314222
8015122;7;2.0;2;1;3;21892600373
8040171;17;2.0;2;1;3;4499289186
8018583;17;2.0;2;1;3;23706073627
8030320;11;2.0;2;2;3;30898392258
8038607;13;2.0;2;2;3;29147350796
8009790;13;2.0;2;1;3;8733859817
8026992;14;2.0;2;2;3;16789584812
7984091;10;2.0;2;1;3;11160620175
7988949;17;2.0;2;2;3;23740480283
8050716;5;2.0;2;2;4;34161841308
8017559;8;2.0;2;2;3;17160730359
8024017;15;2.0;2;2;3;11113750957
7986916;14;2.0;2;2;3;12863666331
7985081;10;2.0;2;1;3;1512757855
8081299;9;2.0;2;1;3;56058170219
7992554;10;2.0;2;2;3;29932080166
7992991;15;2.0;2;1;3;23198930378
8081044;16;2.0;2;2;3;39979618106
8002772;14;2.0;2;2;3;42815650627
8002775;9;2.0;2;1;3;40244474214
8086284;7;2.0;2;2;6;62874120843
8037922;5;2.0;2;2;6;14502974061
8054507;17;2.0;2;1;6;42196101941
8018190;12;2.0;2;1;3;35076165173
8026327;5;2.0;2;2;6;49653003937
7983050;17;2.0;2;2;3;26076537489
7981590;14;2.0;2;2;3;22865644567
8032442;6;2.0;2;2;3;11635569487
8019586;15;2.0;2;2;3;72612553795
7985061;13;2.0;2;1;3;25976459249
8016821;9;2.0;2;1;3;14323014004
8082587;14;2.0;2;1;6;3009229731
8027947;13;2.0;2;2;3;49563837699
8024505;7;2.0;2;1;3;62034783896
8024670;14;2.0;2;2;3;75214453237
7986877;7;2.0;2;1;3;49742444368
8016078;8;2.0;2;1;3;60465237741
8037592;14;2.0;2;1;3;30987867
8016397;12;2.0;2;2;3;911552732
8083623;5;2.0;2;1;6;61124088275
8030710;15;2.0;2;2;3;68072327532
8081221;9;2.0;2;2;3;13355542163
7997124;6;2.0;2;1;3;3126914804
8032247;13;2.0;2;2;3;11156334007
8053932;16;2.0;2;1;6;98701959491
8007250;7;2.0;2;2;3;32386352938
8003061;7;2.0;2;1;3;57676960776
7994659;9;2.0;2;2;3;34152813811
8053379;16;2.0;2;2;6;28469040907
8003676;15;2.0;2;1;3;58559553911
8046465;7;2.0;2;2;3;20344376992
7986862;12;2.0;2;1;3;33464024942
7989735;8;2.0;2;1;3;1504942447
8029557;7;2.0;2;1;3;59593365779
7996639;7;2.0;2;2;3;54634051922
8086487;15;2.0;2;2;3;49672375427
8052312;13;2.0;2;1;3;28448264976
8039206;17;2.0;2;2;3;19864682005
8021932;11;2.0;2;2;3;73863944529
8029482;7;2.0;2;2;3;24665593779
8083209;11;2.0;2;1;3;12490093217
7998736;15;2.0;2;1;3;59094205614
7998290;5;2.0;2;1;3;13420849443
8005767;15;2.0;2;1;6;38289445516
8079556;7;2.0;2;2;3;38223009945
8056411;10;2.0;2;1;6;35502764368
7985839;9;2.0;2;1;3;56186959039
8081146;15;2.0;2;2;3;38793069192
7994880;12;2.0;2;2;3;14082818632
8078306;16;;2;1;1;10235429473
8084818;14;2.0;2;2;3;14388380588
8004090;5;2.0;2;2;3;2690926709
8039173;15;2.0;2;2;3;19422413956
8031142;7;2.0;2;2;3;26683576737
8000683;10;2.0;2;1;3;57186997494
7983168;5;2.0;2;2;3;11485084884
8003947;7;2.0;2;1;3;39191845802
8034153;13;2.0;2;2;3;97285298355
8081961;8;2.0;2;2;4;46298876427
8054683;13;2.0;2;1;6;37476383494
8077256;8;2.0;2;1;3;27773946338
8036948;6;2.0;2;2;3;89887619259
8009108;12;2.0;2;1;3;12956448659
8053103;8;2.0;2;2;3;51957674515
8006301;16;2.0;2;1;3;81942986944
8034054;9;2.0;2;2;3;68024797348
7986036;12;2.0;2;1;3;3257270189
8043218;15;2.0;2;1;3;2833357178
8041909;7;2.0;2;2;3;18541824611
8006854;14;2.0;2;2;3;2468912774
8033219;14;2.0;2;2;3;31669601831
8023013;15;2.0;2;2;3;61453130126
7998846;10;2.0;2;2;3;10293604613
8084866;7;2.0;2;1;6;2036952619
8052932;9;2.0;2;2;3;13965230262
8009176;7;2.0;2;2;3;45365890337
7986634;13;2.0;2;1;3;70850225919
7981629;13;2.0;2;2;3;29819210564
7987636;12;2.0;2;2;3;28552566085
8013144;5;2.0;2;1;3;7742347484
8040143;10;2.0;2;1;3;46112580189
8015943;7;2.0;2;1;6;14555556815
8075933;11;2.0;2;2;4;43899853853
8079021;9;2.0;2;2;3;62940531904
8036343;11;2.0;2;2;3;5764661599
8006071;11;2.0;2;1;3;42582543746
8086852;15;2.0;2;1;3;6548511193
8043431;5;2.0;2;2;3;10156475416
8015680;5;2.0;2;2;3;83157351601
8077541;16;2.0;2;2;3;14803164584
8005875;7;2.0;2;1;3;38962463621
8024050;10;2.0;2;2;3;7534191999
8013222;6;2.0;2;1;3;96057440972
8026984;6;2.0;2;2;3;13851708138
8047002;13;2.0;2;1;6;62346953418
8078466;13;2.0;2;2;6;39379884108
8032493;5;2.0;2;2;3;35081481135
8053959;15;2.0;2;1;6;10513257544
8022640;17;2.0;2;2;3;10708543244
8000490;15;2.0;2;1;3;20472434449
8016591;12;2.0;2;1;3;34967663691
8027169;16;2.0;2;1;3;9365041424
7986819;12;2.0;2;1;3;29187483127
8031099;10;2.0;2;1;3;35265664103
8044256;7;2.0;2;2;3;46619753931
8055185;16;2.0;2;1;3;17306651494
8055330;6;2.0;2;2;3;8490123254
8038522;11;2.0;2;2;3;36167431422
8017844;11;2.0;2;2;3;11343707082
8005533;13;2.0;2;2;3;54366042215
8019587;17;2.0;2;1;3;77476783963
8024538;5;2.0;2;2;3;10717992336
7997229;14;2.0;2;1;3;77892869972
8084349;15;2.0;2;2;3;16178392802
8048719;17;2.0;2;1;3;91735316529
8006419;14;2.0;2;1;3;25732510602
8022328;15;2.0;2;1;3;14312246361
8048019;10;2.0;2;1;6;69696030308
7999196;16;2.0;2;1;3;4583431936
8003511;14;2.0;2;1;3;94391328006
8015390;14;2.0;2;1;3;33763447431
8037300;13;2.0;2;1;3;11049054538
8008539;17;2.0;2;2;3;11509871896
8039060;8;2.0;2;1;3;13154302044
8015023;5;2.0;2;2;3;11840232982
7987806;17;2.0;2;1;3;83536500858
8041159;11;2.0;2;1;3;64784249225
7995350;6;2.0;2;2;3;66537967624
8019269;14;2.0;2;1;3;37712586958
7985215;16;2.0;2;2;3;28889052975
8033499;15;2.0;2;2;3;58865463276
8019466;8;2.0;2;1;3;49166168199
8012285;11;2.0;2;2;3;12569591597
8050391;14;2.0;2;1;6;15616164387
8013629;11;2.0;2;2;3;15754692883
8013052;15;2.0;2;1;3;49460456097
7997796;12;;2;1;5;82037767658
8078829;13;2.0;2;1;3;35392184988
8077085;8;2.0;2;2;3;50911407343
8076145;7;2.0;2;2;6;43031090092
8054608;8;2.0;2;1;3;36110245155
8044815;13;2.0;2;1;3;10537504257
8000760;5;2.0;2;2;3;40883281911
8081226;16;2.0;2;1;3;15713725655
8016256;6;2.0;2;1;3;13347836816
8014383;5;2.0;2;2;3;15164873813
8037819;11;2.0;2;2;3;77837817857
8047787;8;2.0;2;1;6;37925279053
8055196;12;2.0;2;1;3;19417674901
7999646;15;2.0;2;2;3;81344202508
8077062;14;2.0;2;1;3;17060571406
8017455;6;2.0;2;2;3;56058279762
8049541;8;2.0;2;2;6;23164363656
8006796;17;2.0;2;1;3;58805416104
8037521;15;2.0;2;1;3;23232201928
8000057;17;2.0;2;1;3;83628746156
8033933;13;2.0;2;2;3;67794712786
8018976;13;2.0;2;2;3;2667156054
8020451;8;2.0;2;1;3;78485487186
7985785;5;2.0;2;2;3;1864559682
8020240;17;2.0;2;1;3;592491834
7985840;6;2.0;2;2;3;69281773395
8043337;17;2.0;2;2;3;44907533254
8014692;8;2.0;2;2;3;93279930072
8005100;15;2.0;2;2;3;9593627699
8019287;9;2.0;2;2;3;66062352366
8030340;17;2.0;2;2;3;56084682448
8051297;14;2.0;2;1;3;67846213034
7985319;13;2.0;2;2;3;14001305347
7981638;16;2.0;2;2;3;11552501835
8017017;11;2.0;2;2;3;73265080652
8031758;17;2.0;2;1;4;70428311905
8054883;15;2.0;2;2;3;67924456221
7989062;16;2.0;2;1;6;86593465236
8019839;14;2.0;2;2;6;26448329578
8015514;14;2.0;2;1;3;49910715936
8033432;5;2.0;2;2;3;12142539178
8021593;6;2.0;2;1;3;10003724601
7993466;9;2.0;2;1;3;93335513207
7994205;11;2.0;2;2;3;43672297379
8016886;14;2.0;2;1;3;27127752313
7989473;14;2.0;2;2;3;11646352868
8041107;12;2.0;2;1;6;1053722732
8085733;16;2.0;2;1;6;34060697478
8015461;10;2.0;2;1;3;40671434101
8049271;10;2.0;2;1;3;2895715048
8040884;14;2.0;2;2;6;79619789044
7986419;16;2.0;2;1;3;51154780629
8041007;17;2.0;2;1;3;63542919227
8005474;9;2.0;2;2;3;12408218795
8015818;15;2.0;2;2;3;28592335332
8048400;12;2.0;2;1;3;59738545086
8040856;12;2.0;2;2;3;12374002124
8032721;17;2.0;2;1;3;56875618111
8081250;16;2.0;2;1;3;14476498679
8006635;17;2.0;2;2;3;53322751067
8078118;10;2.0;2;1;3;82740293657
8081720;6;2.0;2;1;3;38323204706
8011867;17;2.0;2;1;3;57895525518
8036562;13;2.0;2;1;3;48240475904
7995757;16;2.0;2;1;3;23767251857
7990809;16;2.0;2;1;3;18570036816
7985765;14;2.0;2;2;3;16506699392
8008130;12;2.0;2;2;3;11414998705
8086571;17;2.0;2;2;3;32996478874
7999617;6;2.0;2;1;3;17725276708
7989040;14;2.0;2;1;3;28826970539
7994317;8;2.0;2;1;3;5662013629
8032248;6;2.0;2;1;3;11156334007
8080552;16;2.0;2;1;6;28637633483
