DIRECTORIO;P6040;P404;P3503;P3271;P400;FEX_C
8034883;14;2.0;2;2;3;3517301014
8009037;10;2.0;2;2;3;17634884877
7990199;14;2.0;2;1;3;99134498225
8037792;13;2.0;2;1;3;67721625131
8029927;7;2.0;2;1;6;1327842319
8002247;15;2.0;2;2;3;61118831971
8055682;16;2.0;2;2;3;98606357944
8053726;16;2.0;2;2;3;17604451282
8084047;16;2.0;2;1;6;65480272092
7997178;5;2.0;2;2;6;32752124293
8001887;11;2.0;2;1;3;65769514153
8081252;14;;2;2;5;18685829948
7994257;12;2.0;2;2;3;27858299457
7989527;7;2.0;2;1;3;53908365433
8004308;14;2.0;2;2;3;35742225062
8083097;15;2.0;2;2;3;44841151138
8009421;7;2.0;2;2;3;14564868758
8049086;17;2.0;2;2;3;9426085485
7998324;6;2.0;2;1;3;40612980133
8008343;9;2.0;2;1;3;93168093562
7991190;7;2.0;2;1;3;1687996636
8014661;14;2.0;2;2;3;28670604236
8016588;16;2.0;2;1;3;65386430327
8028926;12;2.0;2;2;3;93606453735
8018709;9;2.0;2;2;3;1560359661
8025489;13;2.0;2;2;3;23841604495
7994482;15;2.0;2;1;3;37090046094
7988695;6;2.0;2;2;3;80213291256
8082234;8;2.0;2;2;3;2354861681
7990009;7;2.0;2;1;3;12406480156
8052516;11;2.0;2;2;3;1977745811
7989465;9;2.0;2;2;3;75857544054
8029252;5;2.0;2;1;3;71488260386
8041178;17;2.0;2;2;3;5512981225
8035209;9;2.0;2;1;3;25324504346
7986251;14;2.0;2;1;3;23465886616
8036689;15;2.0;2;2;4;29142121819
8077147;12;2.0;2;1;3;23790252741
8024344;10;2.0;2;1;3;40233371766
7993294;6;2.0;2;2;3;35152637829
8037711;6;2.0;2;2;3;99851525005
8039496;7;2.0;2;2;6;67921207247
8019689;12;2.0;2;2;3;34827882609
8043562;12;2.0;2;1;3;42763099785
8009830;17;2.0;2;1;3;4851213401
8024021;9;2.0;2;1;3;12280609689
8010798;5;2.0;2;1;6;21840675698
8044136;11;2.0;2;2;3;15924800425
7987994;14;2.0;2;2;3;83142800692
8033211;15;2.0;2;1;3;44535934603
8012883;12;2.0;2;1;3;31173087658
8084174;5;2.0;2;2;6;70487486811
8082799;15;2.0;2;1;4;66231227148
8050881;13;2.0;2;1;6;10764513933
8010687;14;2.0;2;2;3;26684101491
8031141;9;2.0;2;2;3;19912957385
8027053;17;;2;1;1;49130298052
8078917;16;2.0;2;2;3;44113654297
7998284;15;2.0;2;1;3;10758675431
8053184;17;2.0;2;2;3;32286479753
7993037;17;2.0;2;2;3;39378497661
8027984;9;2.0;2;1;3;62309087359
7985779;13;2.0;2;2;3;1493600839
8076467;10;2.0;2;1;3;36174518343
8055318;17;2.0;2;1;3;4027454324
8003227;11;2.0;2;1;3;72282159141
8017231;15;2.0;2;1;3;80538323438
8082906;16;2.0;2;2;4;99237517022
8013010;15;2.0;2;1;3;70226207699
7984994;15;2.0;2;2;3;10683325737
7986475;8;2.0;2;2;3;38357966569
8012922;14;2.0;2;1;3;76202721477
8013824;13;2.0;2;1;3;50866144452
8031799;6;2.0;2;1;6;35832954302
8022549;15;2.0;2;2;3;78019425618
8047445;16;2.0;2;1;4;15376788638
8044232;6;2.0;2;2;3;94774203889
7983708;13;2.0;2;2;3;72622005729
8009170;6;2.0;2;1;3;28206429336
8015010;8;2.0;2;1;3;74698456653
8041355;10;2.0;2;1;3;1229315436
8040754;11;2.0;2;1;6;96078168754
8044253;12;2.0;2;2;3;44704790777
8008252;14;2.0;2;2;3;37688132599
8077623;17;2.0;2;1;3;86626109079
7986979;12;2.0;2;1;3;21897637633
8021314;9;2.0;2;2;3;19450963988
8026696;9;2.0;2;2;3;20772084189
8044121;7;2.0;2;1;3;19617857654
7997229;11;2.0;2;2;3;77892869972
8003748;11;2.0;2;2;3;1474013943
8049481;10;2.0;2;2;3;59995999543
8012341;15;2.0;2;2;3;31083277402
7981625;17;2.0;2;2;4;29819210564
7985202;8;2.0;2;1;3;55790240717
8009751;5;2.0;2;1;6;50472551005
7988466;13;2.0;2;1;3;31087435668
7998113;10;2.0;2;1;3;29862522881
7989100;12;2.0;2;2;3;56415123399
7984610;11;2.0;2;2;3;49993299256
8013273;5;2.0;2;2;3;85250639435
8047612;15;2.0;2;1;6;38143220353
8041491;13;2.0;2;1;3;96977826363
7998133;15;2.0;2;1;3;14166825912
8043579;10;2.0;2;1;6;71541712063
8002499;9;2.0;2;1;3;67961591816
8042015;9;2.0;2;2;3;62878651392
8002432;17;2.0;2;2;3;60692878404
7986558;6;2.0;2;1;3;896767251
8001356;12;2.0;2;1;3;89602600134
8080181;14;2.0;2;1;3;19704407959
8046542;8;2.0;2;2;3;38961030869
8002341;16;2.0;2;1;4;32665041816
7988414;9;2.0;2;2;3;35247128435
8031794;7;2.0;2;1;3;78822187336
8054584;11;2.0;2;1;3;10840315452
8033570;14;2.0;2;1;3;85926072619
8033464;7;2.0;2;1;3;75745074741
8013250;15;2.0;2;2;3;10622041309
8082658;8;2.0;2;1;3;95839432753
7992735;11;2.0;2;2;3;98187874412
7993937;15;2.0;2;2;3;20557975836
8012942;13;2.0;2;2;3;70540578344
7985842;17;2.0;2;1;3;19390684322
8033004;9;2.0;2;1;3;10954888216
7993455;7;2.0;2;1;3;86017060351
8054459;9;2.0;2;1;3;37571656447
8004523;11;2.0;2;2;3;71678708248
8027231;11;2.0;2;2;3;72577578012
8077300;14;2.0;2;1;3;23098063688
8002831;6;2.0;2;1;3;31888437043
8026500;17;2.0;2;1;3;99592546948
8037588;16;2.0;2;2;3;45528369857
8056484;16;2.0;2;1;4;21486743342
8023384;12;2.0;2;2;3;29551979701
7990201;16;2.0;2;1;3;31994964075
7998543;6;2.0;2;1;3;15544455435
7982373;5;2.0;2;2;3;24411307888
7988445;6;2.0;2;2;3;19006632056
8022116;10;2.0;2;1;3;16587633567
8012651;16;2.0;2;2;3;73671994242
8034305;10;2.0;2;2;3;266398368
8048828;5;2.0;2;1;3;5047480269
8041258;16;2.0;2;1;3;31551029083
8030506;11;2.0;2;2;3;52021418984
8050892;9;2.0;2;2;6;91865343056
8013244;8;2.0;2;2;3;49941525905
8050984;14;2.0;2;2;6;10488102124
7998469;8;2.0;2;1;3;57780559626
8048048;6;2.0;2;1;3;79942489316
7997834;11;2.0;2;1;3;2449838688
8017071;11;2.0;2;1;3;78508881465
8045263;8;2.0;2;2;6;12030070909
8040571;10;2.0;2;1;6;18158130738
7994157;13;2.0;2;1;3;14568460295
8008915;13;2.0;2;2;3;22328080392
8045443;6;2.0;2;1;3;11125094766
8000771;8;2.0;2;1;3;38511082768
7998262;9;2.0;2;1;3;10210023209
7983266;9;2.0;2;1;3;72533771964
8014464;10;2.0;2;2;3;3572152249
7996097;9;2.0;2;1;3;10730666562
8048518;5;2.0;2;2;3;50295952574
8002253;7;2.0;2;2;3;12188894815
8011654;9;2.0;2;2;3;41543982011
8080932;13;2.0;2;1;4;37052228518
8011697;8;2.0;2;1;3;23306611254
8032243;13;2.0;2;2;3;79259453408
8084897;9;2.0;2;2;3;21235243686
8054154;6;2.0;2;1;6;81940741787
8015568;13;2.0;2;2;3;1180950418
8043664;9;2.0;2;2;3;13012486802
8031752;5;2.0;2;2;3;61937467708
8019325;15;2.0;2;1;3;38474155232
8000671;11;2.0;2;2;3;97003767758
7995017;17;2.0;2;1;3;10654671671
8022402;9;2.0;2;2;3;53413691157
8006802;12;2.0;2;1;3;40039674324
8080799;10;2.0;2;2;3;28585934363
8003980;11;2.0;2;2;3;44172047806
7989819;8;2.0;2;1;3;94564622703
8015757;10;2.0;2;2;3;30230057441
8027715;9;2.0;2;2;3;71971031799
7987100;14;2.0;2;2;3;71660133957
7994767;10;2.0;2;1;3;75543935789
8006832;6;2.0;2;2;3;10804584893
8010629;14;2.0;2;1;3;22581406151
8050494;9;2.0;2;1;3;12778975556
8044555;6;2.0;2;2;3;32992048672
7992037;11;2.0;2;1;3;16238104167
8041519;17;2.0;2;2;3;12636598738
8021606;12;2.0;2;1;3;62773292164
7986785;9;2.0;2;1;3;43293342598
8019293;8;2.0;2;2;3;35067817859
8084348;5;2.0;2;1;3;18275110003
8079006;12;2.0;2;1;3;27064392722
8005391;12;2.0;2;1;3;1987051102
8082385;6;2.0;2;1;3;1032679168
7995807;12;2.0;2;1;3;53327856727
8044827;11;2.0;2;2;3;21126919763
7982023;5;2.0;2;1;6;30674645153
7998454;9;2.0;2;2;3;71987623812
8027915;16;2.0;2;1;6;35482994438
8017246;16;2.0;2;2;3;1285028034
8021815;9;2.0;2;2;3;15705328157
8018709;17;2.0;2;2;3;1560359661
8077176;14;2.0;2;2;3;96355225578
8040939;8;2.0;2;2;3;14266701049
8044482;5;2.0;2;1;3;18397127838
7996613;16;2.0;2;1;3;42311224524
8042123;17;2.0;2;2;3;60045649277
8017797;9;2.0;2;1;3;41979414565
8081229;15;2.0;2;2;3;12221869442
8040167;7;2.0;2;1;3;46249105755
8015181;7;2.0;2;2;3;44667216789
8085090;5;2.0;2;1;6;20596502353
8031481;14;2.0;2;1;3;12269754767
8078135;7;2.0;2;2;3;48076654234
8047672;7;2.0;2;2;6;42122250001
7990661;12;2.0;2;2;3;9907672737
8031095;10;2.0;2;1;3;39722482788
8027319;12;2.0;2;2;3;36460837273
8076384;7;2.0;2;2;3;34300583482
7987396;17;2.0;2;2;4;33567364644
8013118;14;2.0;2;1;4;81916837391
8013035;8;2.0;2;1;3;54844144413
8024506;6;2.0;2;1;3;10131974274
8080299;16;2.0;2;2;3;27899134572
8001646;7;2.0;2;1;3;10165503573
8046514;12;2.0;2;1;3;35889116804
8020992;7;2.0;2;2;3;34620320402
7994807;9;2.0;2;1;3;39818551559
7984856;9;2.0;2;1;3;11574178537
8054397;13;2.0;2;2;3;12199166003
8005301;15;2.0;2;1;3;31867281792
8041039;15;2.0;2;2;3;14366318538
8082623;8;2.0;2;2;6;6365494215
8030801;5;2.0;2;1;3;23590598441
8078092;13;2.0;2;2;3;19391827851
7985112;13;2.0;2;1;3;89627068286
8030293;13;2.0;2;1;3;16498630268
8052745;10;2.0;2;2;6;91337859354
8016806;5;2.0;2;1;3;69148179524
8008954;13;2.0;2;1;3;68915031725
8033228;9;2.0;2;2;3;12687777334
8030357;6;2.0;2;1;3;36535334146
8020045;12;2.0;2;2;3;14938226089
7988675;11;2.0;2;1;3;67421699304
7993110;7;2.0;2;1;3;69759457542
8082898;16;2.0;2;1;3;92813498368
8030054;10;2.0;2;2;3;16951212964
8044683;17;2.0;2;2;4;42210472673
8002341;5;2.0;2;2;3;32665041816
8007607;7;2.0;2;1;3;48002550281
8017700;9;2.0;2;2;3;61352899584
8012813;12;2.0;2;2;3;21065493826
8083289;5;2.0;2;1;6;1917500595
8013357;15;2.0;2;2;3;51957468111
8078095;15;2.0;2;1;3;67091141282
8004157;15;2.0;2;1;3;11158424322
8044281;6;2.0;2;2;3;13177908573
8040480;10;2.0;2;1;3;75439786515
7995879;10;2.0;2;1;3;54572956841
8007173;17;2.0;2;1;3;13607350897
7987749;15;2.0;2;2;3;15355220585
8079432;8;2.0;2;2;3;82446919303
8011065;12;2.0;2;1;3;15877668847
8039254;11;2.0;2;2;3;42526922774
8050841;15;2.0;2;2;3;90744161589
8009652;17;2.0;2;2;4;85736977205
8000960;6;2.0;2;2;3;23690775626
8053354;17;2.0;2;2;3;2513689524
8051845;15;2.0;2;2;3;39152701542
8014214;12;2.0;2;2;3;89001756015
8041529;16;2.0;2;1;3;12950976391
8041182;10;2.0;2;1;3;94873544251
8075838;12;2.0;2;2;3;50797155959
8056384;13;2.0;2;1;6;18799598835
8000929;12;2.0;2;1;3;20594106467
8023413;14;2.0;2;1;3;54310984005
8023754;9;2.0;2;2;3;14771847068
8052302;16;2.0;2;1;4;40172831708
8008991;14;2.0;2;2;3;84916206956
8051597;13;2.0;2;2;3;10025059091
8034628;8;2.0;2;2;3;90600418049
8002268;6;2.0;2;1;3;19938945091
8012948;13;2.0;2;2;3;82297341401
8029607;16;2.0;2;2;3;58528918342
8085719;17;;2;1;1;8208685046
7998817;10;2.0;2;1;3;11517031687
8009522;15;2.0;2;2;4;10839442899
8021967;12;2.0;2;2;3;40000465378
8005639;5;2.0;2;2;3;22339977322
7982152;15;2.0;2;2;3;80713918503
8054849;15;;2;1;1;85767878086
8031595;11;2.0;2;2;4;10850120854
8076953;7;2.0;2;1;3;46558919727
8014321;8;2.0;2;1;3;14882101692
7986370;17;2.0;2;2;3;11221385578
7986387;14;2.0;2;1;3;93413582378
8027262;5;2.0;2;1;6;8008894113
7988378;6;2.0;2;2;3;53665894809
8044910;5;2.0;2;1;4;57130730052
8002713;5;2.0;2;1;6;16767210082
8028488;17;2.0;2;1;3;89386311995
8085987;6;2.0;2;1;3;55790483728
8005654;11;2.0;2;1;3;37292209216
8024971;6;2.0;2;2;3;98130888983
7998787;10;2.0;2;2;3;49848801679
8039397;7;2.0;2;1;6;81456425102
7985030;17;2.0;2;1;6;76170841771
8027710;14;2.0;2;2;3;1597424984
8003005;12;2.0;2;1;3;14357280195
8026010;11;2.0;2;1;3;10649906138
8012111;8;2.0;2;2;3;15084659837
8019601;12;2.0;2;2;3;53335263258
7989524;14;2.0;2;2;3;81606519254
8080942;6;2.0;2;2;3;36164332553
8037270;12;2.0;2;1;3;5113332988
8046720;15;2.0;2;2;3;80605319478
7982874;14;2.0;2;2;3;39088721149
8037438;16;2.0;2;1;3;43339987899
8051247;6;2.0;2;2;6;77874188596
8017783;13;2.0;2;1;3;66708746264
7999055;9;2.0;2;2;3;10182075728
7999265;14;2.0;2;2;4;19104927548
8081736;11;2.0;2;2;6;34600817355
8081807;15;2.0;2;1;3;22197023327
8032352;11;2.0;2;1;3;13904933932
8049897;7;2.0;2;2;3;455789871
8040854;11;2.0;2;1;6;1108418964
8004968;5;2.0;2;1;6;4792070459
8043995;10;2.0;2;1;3;3434474716
7999252;10;2.0;2;1;3;1019879563
8006838;14;2.0;2;1;3;17003979343
7997365;6;2.0;2;2;3;10108249096
8050341;6;2.0;2;1;3;29433622837
7986526;6;2.0;2;1;3;39404706058
8079186;6;2.0;2;1;3;32490696516
8034401;13;2.0;2;1;3;48842337237
7991188;5;2.0;2;1;3;37139697286
8016771;15;2.0;2;2;3;17347419618
7985127;10;2.0;2;1;3;74038944737
8079015;6;2.0;2;1;6;68597979656
7987955;14;2.0;2;2;3;13626292991
8025394;11;2.0;2;1;3;52220183897
7990337;14;2.0;2;1;3;14275705829
8033323;12;2.0;2;2;3;18447627972
8025636;17;2.0;2;1;3;52968897787
7988801;11;2.0;2;1;3;14367924871
7995147;16;2.0;2;1;4;71962550652
8000914;7;2.0;2;1;3;14454624716
8002378;8;2.0;2;1;3;30092602859
8084550;5;2.0;2;1;3;81789825279
8008004;8;2.0;2;1;3;15073131597
8015709;10;2.0;2;2;3;43775818761
7989722;10;2.0;2;1;3;23633872942
8031464;14;2.0;2;1;3;30213805099
7998066;9;2.0;2;2;3;25325876961
8075609;16;2.0;2;2;3;95296487568
8008302;9;2.0;2;2;3;84450892648
8053804;16;2.0;2;1;6;58891822434
8084741;10;2.0;2;1;3;10159624206
8025349;6;2.0;2;1;3;35599727048
8081477;5;2.0;2;1;6;42044641596
7992555;11;2.0;2;1;3;22663357229
8013032;7;2.0;2;1;3;54502438867
8076365;11;2.0;2;1;3;86783404671
8013252;6;2.0;2;2;3;96312117808
8038932;13;2.0;2;1;6;24723164337
8029571;12;2.0;2;1;3;36002780881
8015802;10;2.0;2;2;3;49563837699
8014739;17;2.0;2;1;3;33478988828
8084425;8;2.0;2;2;3;17522140294
8026108;16;2.0;2;2;3;2435802519
7991135;8;2.0;2;1;6;31379401667
7994062;9;2.0;2;2;3;94563860632
8003894;15;2.0;2;1;3;23179021502
8076286;11;2.0;2;1;3;40297632907
8019404;6;2.0;2;1;3;30485311164
8053191;11;2.0;2;2;3;30139526185
8053018;16;2.0;2;2;3;55705407831
8024651;8;2.0;2;2;3;81513644663
8081404;12;2.0;2;1;3;94846185238
8031024;17;2.0;2;1;3;24853961366
8038682;9;2.0;2;2;3;266882022
8042964;8;2.0;2;2;3;67231013079
8025490;5;2.0;2;2;3;29310504362
8021127;15;2.0;2;2;3;47352285543
8080113;13;2.0;2;1;3;28022215078
8025666;14;2.0;2;2;3;35642879291
8017950;6;2.0;2;2;3;81942732507
7981629;10;2.0;2;2;3;29819210564
8032514;5;2.0;2;2;3;2668527201
8085027;8;2.0;2;2;6;23346011487
8024583;9;2.0;2;2;3;82640958521
8077339;7;2.0;2;2;3;39228022043
8052417;11;2.0;2;2;3;41057330729
8040226;12;2.0;2;2;3;15899945962
8080776;7;2.0;2;2;3;39844264717
7994062;14;2.0;2;2;3;94563860632
8008652;16;2.0;2;1;3;23349214893
7996648;9;2.0;2;1;3;12848457184
8052572;17;2.0;2;2;6;22623288854
8084963;11;2.0;2;1;3;3633520012
8050334;14;2.0;2;2;3;32271228769
8056212;13;2.0;2;2;3;46093374833
8042660;6;2.0;2;1;3;72455563416
8055612;15;2.0;2;2;3;10353270874
8055210;17;;2;1;1;62050540849
8052229;15;2.0;2;2;6;25353984384
8011285;7;2.0;2;1;3;34898121691
8020046;16;;2;1;1;28829593667
8084444;17;2.0;2;1;3;68698559487
8018744;16;2.0;2;1;3;12496965414
8012892;13;2.0;2;1;3;46600739287
8017859;12;2.0;2;2;3;24608010945
8027576;13;2.0;2;1;3;15532484495
8082535;9;2.0;2;2;3;38444000362
8033991;13;2.0;2;2;3;3618518482
8001722;5;2.0;2;2;3;75659104866
7999301;8;2.0;2;2;3;79838483904
7995651;14;2.0;2;2;3;69384172897
8025509;15;2.0;2;1;3;20673477271
8047934;11;2.0;2;1;6;18689805263
8001230;17;2.0;2;2;3;48141607698
8047068;7;2.0;2;1;6;20508095394
8084375;12;2.0;2;2;3;1352110435
7991143;17;2.0;2;1;3;98131657646
7984964;15;2.0;2;2;6;85601637606
8001015;13;2.0;2;1;3;17864971103
8022798;9;2.0;2;1;3;87833789758
8045363;14;2.0;2;1;6;17022018059
8017993;6;2.0;2;1;3;31247808862
8004661;6;2.0;2;1;3;69787341599
8052245;5;2.0;2;1;3;56049834665
8049704;8;2.0;2;1;3;28175639439
8052139;8;2.0;2;2;3;93354805343
8049670;13;2.0;2;2;3;19245929898
8010858;9;2.0;2;2;3;10561074254
8049137;16;2.0;2;1;3;3448352164
8075928;12;2.0;2;2;4;46330218589
8008755;7;2.0;2;2;3;95950707553
8001959;12;2.0;2;2;3;10978223287
8024254;7;2.0;2;2;3;50676278725
8047641;10;2.0;2;1;6;10122521864
7995152;12;2.0;2;2;3;3849134456
7998076;11;2.0;2;2;3;35225013028
8022927;15;2.0;2;1;4;22902123851
8001812;13;2.0;2;2;3;30572221771
7983968;5;2.0;2;2;6;82189876047
8030778;16;2.0;2;2;6;24193329182
8024177;15;2.0;2;2;3;11016526779
8025805;10;2.0;2;1;3;13820277628
8082903;15;2.0;2;1;3;81003634044
8004258;8;2.0;2;1;3;16334452824
7994261;17;2.0;2;2;3;29276146295
8006245;8;2.0;2;2;3;37657394323
7999668;10;2.0;2;2;3;80279964967
8023255;11;2.0;2;2;3;10988172396
8007025;8;2.0;2;2;3;1217929603
7997519;8;2.0;2;2;3;40682900568
7993292;9;2.0;2;1;3;32697265549
8027430;7;2.0;2;1;3;4372053178
8027350;16;2.0;2;2;3;29120133785
8076468;13;2.0;2;1;3;58067211631
7993931;15;2.0;2;2;3;23543729799
8029930;15;2.0;2;2;3;40867679759
8032155;17;2.0;2;1;6;11400880342
8003017;14;2.0;2;2;3;48984491534
8043354;10;2.0;2;1;3;45482739626
8078045;15;2.0;2;2;6;1252148018
7990676;7;2.0;2;2;3;64422069787
8047021;10;2.0;2;1;3;33691871004
7997223;5;2.0;2;1;4;30866897907
8033153;10;2.0;2;1;3;39395262007
8029728;13;2.0;2;2;3;11241504739
8047136;13;2.0;2;2;6;11610314223
7981899;6;2.0;2;1;3;37663476206
8025972;12;2.0;2;1;3;94622867518
8032726;17;2.0;2;1;3;671063625
8006518;11;2.0;2;1;3;75091200134
7990746;9;2.0;2;2;3;66737737866
7997066;15;2.0;2;1;6;60803768091
7994633;17;2.0;2;1;3;91228558198
8045221;10;2.0;2;2;3;28801011894
7992578;16;2.0;2;1;3;18297038812
8029175;12;2.0;2;2;3;12890563628
7981627;5;2.0;2;1;6;28392853065
8046303;7;2.0;2;2;6;85900429389
8010141;5;2.0;2;2;3;21464048822
8021699;5;2.0;2;1;3;54974608652
8010268;13;2.0;2;2;3;48205899261
8016824;10;2.0;2;1;3;18731113304
8000826;13;2.0;2;2;3;16846418799
8078348;17;;2;1;1;14157150083
8027376;10;2.0;2;1;3;46494333769
8052992;5;2.0;2;1;6;64404698284
8043474;8;2.0;2;1;3;16793538736
8021044;8;2.0;2;2;3;7142756255
8041875;12;2.0;2;1;3;16505204763
8033028;14;2.0;2;2;3;26870774236
7993812;6;2.0;2;2;3;10456903892
8008270;17;2.0;2;2;3;26095129497
8030367;6;2.0;2;2;6;44434216736
8056157;11;2.0;2;1;3;55420641996
8075757;9;2.0;2;1;3;14215446733
8031095;8;2.0;2;1;3;39722482788
8006178;13;2.0;2;1;3;1941890629
8007345;11;2.0;2;1;3;51009529709
8079515;16;2.0;2;1;3;17231106317
8054505;14;2.0;2;1;6;64021550174
8035549;6;2.0;2;1;3;36569276739
8025334;8;2.0;2;2;3;66834786392
7991165;7;2.0;2;2;3;57688550897
8011736;15;2.0;2;2;4;13291889383
8050329;12;2.0;2;2;3;3165951753
8007618;17;2.0;2;2;3;32370045291
8054645;13;2.0;2;2;6;15713098433
8042398;11;2.0;2;1;3;99887553479
8051665;11;2.0;2;1;3;88905353018
8078461;15;2.0;2;1;6;39379884108
8047683;14;2.0;2;2;6;73776274368
8084483;16;2.0;2;2;3;25526146286
7988668;16;2.0;2;1;3;54942684034
8080309;13;2.0;2;2;3;31876658752
8028779;11;2.0;2;2;3;5751834336
8006754;5;2.0;2;2;3;46078034779
8086798;5;2.0;2;1;3;16159351998
7989319;16;2.0;2;2;3;87382626261
7987346;16;2.0;2;1;3;10140701907
8024884;17;2.0;2;2;3;12722414119
8005988;9;2.0;2;1;3;13028791851
8007834;7;2.0;2;1;3;10229909968
8004047;8;2.0;2;2;3;20779106305
7987772;8;2.0;2;2;3;20723830545
8046577;8;2.0;2;1;3;28014094148
8006167;9;2.0;2;2;3;25118575737
8028398;6;2.0;2;2;3;73801334866
8037003;16;2.0;2;1;3;30306806796
8028003;8;2.0;2;2;6;15439635416
7983512;6;2.0;2;1;3;1564392441
8076131;14;2.0;2;1;6;4362279863
8024747;8;2.0;2;2;3;22822984282
8076702;7;2.0;2;1;3;10095193227
8042483;14;2.0;2;1;6;34031501928
8040937;10;2.0;2;1;3;90895744673
8007498;9;2.0;2;1;3;51077359401
8056484;13;2.0;2;1;4;21486743342
7997802;7;2.0;2;1;3;10137811665
8053862;7;2.0;2;2;4;15911067883
8077949;10;2.0;2;2;3;51322092683
8075932;12;2.0;2;2;6;48059057201
8034158;11;2.0;2;1;3;68996044756
8032729;17;2.0;2;1;3;60696436735
8040541;9;2.0;2;1;3;70048928398
8009823;14;2.0;2;2;3;3347759303
8049859;5;2.0;2;1;6;75803834684
8044027;7;2.0;2;1;3;58302565397
8083979;14;2.0;2;1;3;72396889725
8031645;10;2.0;2;2;3;38357337915
7993071;12;2.0;2;1;3;82643989355
8009873;11;2.0;2;2;3;74796085247
7982016;12;2.0;2;2;3;25945538096
8000869;13;2.0;2;2;3;30539692709
8026281;8;2.0;2;1;3;12957258178
8012100;12;2.0;2;2;3;10550171614
8040131;10;2.0;2;2;3;10038178635
8035962;8;2.0;2;1;6;19917634785
7997708;16;2.0;2;1;3;54552664269
8005423;10;2.0;2;1;3;13259381473
8015826;16;2.0;2;2;3;16598028988
8030549;12;2.0;2;1;3;839722985
7988385;13;2.0;2;1;3;15830347745
8054432;6;2.0;2;2;3;51460751064
7994070;16;;2;1;1;84729208438
8030549;15;2.0;2;1;3;839722985
7999675;5;2.0;2;2;3;60181345858
8077444;11;2.0;2;1;3;5917507461
8039799;17;;2;2;1;37147075554
7993838;7;2.0;2;2;3;28978039273
8084020;6;2.0;2;2;3;36285035315
8030575;15;2.0;2;1;3;55254699522
8053654;7;2.0;2;2;3;16923657804
7991459;8;2.0;2;2;3;41619524373
8039892;14;2.0;2;2;3;54023488155
8029268;12;2.0;2;2;3;10801820046
8016354;15;2.0;2;2;3;31567616896
8023338;10;2.0;2;1;3;10854621013
8003422;15;2.0;2;2;3;50372584905
8019592;16;2.0;2;2;3;4728584039
8050603;9;2.0;2;2;3;79791448014
8028196;5;2.0;2;1;3;13609595187
8004371;17;;2;2;1;52431786166
7992707;16;2.0;2;1;3;334702093
8084839;12;2.0;2;1;3;19652740294
8011129;14;2.0;2;2;3;22639435814
8054503;11;2.0;2;2;6;83559554746
8032468;12;2.0;2;1;3;70168903351
8044644;14;2.0;2;1;4;20345332732
8023544;7;2.0;2;1;3;35466866629
8007740;16;2.0;2;2;3;70133674944
8001219;15;2.0;2;1;3;3426390271
8043609;17;2.0;2;1;3;52587189993
8027768;6;2.0;2;1;3;19725071021
8027990;17;2.0;2;2;3;77544720134
8046502;5;2.0;2;1;3;38803937236
8003182;15;2.0;2;2;3;29267521953
8075641;5;2.0;2;2;3;55218139612
8014576;17;2.0;2;1;3;52913679152
8009091;7;2.0;2;2;3;61186673853
8038557;8;2.0;2;2;3;9433959999
8027514;12;2.0;2;1;3;83875416275
7984307;8;2.0;2;1;3;76902614368
8016330;9;2.0;2;1;3;62918022062
8025496;6;2.0;2;2;3;17467276027
8004278;6;2.0;2;2;3;37395099844
8021570;10;2.0;2;1;3;81316040505
8034353;8;2.0;2;1;3;65468827632
7986811;8;2.0;2;1;3;23791788349
7986129;10;2.0;2;1;6;61993919713
8035708;7;2.0;2;2;3;2100065335
8039678;6;2.0;2;2;3;2366260803
8025214;5;2.0;2;2;3;7369838954
7985587;15;2.0;2;2;3;34283264874
8081757;11;2.0;2;1;3;15026555261
8004767;5;2.0;2;2;3;31162070123
8011318;12;2.0;2;2;3;37231033723
8044418;14;2.0;2;1;3;15439340052
8012893;6;2.0;2;1;3;5296574128
8044014;10;2.0;2;2;3;91127098913
7996947;10;2.0;2;2;3;25577148314
8055386;7;2.0;2;1;3;52078513269
8053302;15;2.0;2;1;3;24990584328
8012136;10;2.0;2;1;3;613969978
7994576;11;2.0;2;2;3;92739905737
8047264;15;2.0;2;2;3;3043541685
8030742;13;2.0;2;2;3;362692678
8045562;6;2.0;2;1;3;10766234706
8051996;17;2.0;2;1;6;26024329341
7982625;8;2.0;2;1;3;88118705953
8019404;12;2.0;2;1;3;30485311164
8023185;13;;2;2;5;18259315401
8011721;16;2.0;2;2;3;50925207224
7998159;11;2.0;2;1;3;42303311076
7997977;5;2.0;2;1;3;18964628668
8086541;5;2.0;2;2;3;24604141914
8018573;14;2.0;2;2;3;12037701661
8050972;13;2.0;2;2;3;80102924409
8010381;12;2.0;2;1;3;22316503084
8018085;8;2.0;2;1;3;1022339293
7994959;15;2.0;2;2;3;83733264397
7999760;5;2.0;2;2;6;51714966082
7987896;17;2.0;2;2;3;17274623158
8040077;11;2.0;2;2;3;151253009
8032580;9;2.0;2;1;3;23761097004
8024220;8;2.0;2;1;3;53065098725
8025355;7;2.0;2;2;3;36704002066
7992549;15;2.0;2;2;3;22318122032
8084636;16;2.0;2;1;3;4201804
7999569;9;2.0;2;2;3;64679225494
8032580;16;2.0;2;2;4;23761097004
8053459;14;2.0;2;1;3;15380366497
7993177;7;2.0;2;1;3;77863897048
7995394;14;2.0;2;2;3;48197869807
7986080;10;2.0;2;1;3;16267696294
8035797;9;2.0;2;2;4;26448329578
